time_period,parse_lane_name(vehicle_lane),min(vehicle_CO2),max(vehicle_CO2),avg(vehicle_CO2),stddev(vehicle_CO2)
1.0,23217747,0.0,37861.98,10222.179818181816,10182.208950198654
1.0,48820562,0.0,7978.31,2623.6458333333335,2629.9162553844953
1.0,251145095,7005.27,7005.27,7005.27,
1.0,10971776,0.0,36943.67,13013.887361111108,10722.23440871627
1.0,188660572,0.0,4190.06,2129.193333333333,2095.865477776027
0.0,250712038,0.0,18437.01,6022.0356,4897.393519277271
0.0,207979572,0.0,64203.47,7300.943900293281,10669.133554160735
0.0,359095744,0.0,29752.37,6914.95849557522,5955.198850836918
0.0,250691665,0.0,41418.6,9295.788688524592,8819.374010760679
0.0,353747408,0.0,9167.86,1487.53875,2303.254269562388
0.0,86219664,0.0,21964.74,4686.85619047619,6278.936375626776
0.0,221666914,0.0,4642.5,1699.4504166666668,1691.6037358659005
0.0,250691739,0.0,40403.82,9030.41777777778,10182.550100231994
0.0,907519287,0.0,11987.78,4463.070689655173,3533.50952518469
0.0,359096483,0.0,17029.11,6863.513125000001,3993.6928622328464
1.0,68524671,0.0,36533.46,8536.872187500001,8334.39612465829
1.0,280010748,0.0,63094.77,8661.527195767196,12202.041294473242
1.0,cluster_1005855035_2251695181_250663594_250664454_,0.0,29303.27,4823.073161290322,6086.155762412587
1.0,31767642,0.0,36761.64,9025.349732620321,9938.803605157831
1.0,251136321,0.0,37652.6,6668.859811320754,5529.76747717883
1.0,98198128,0.0,34611.77,4483.453644578312,5824.901887138684
1.0,250921396,0.0,25053.8,6854.7944,4929.707901216274
1.0,10134034290,0.0,42948.81,7598.943050847458,8508.597362828321
1.0,cluster_2113408277_212986801_6281867407_6356544243_,0.0,13585.17,5732.213255813954,3208.2095742520437
1.0,353768850,4054.11,8938.25,6372.919999999999,1841.0723226098426
1.0,901645779,0.0,11240.56,2514.4550381679387,2820.312733981648
1.0,6558555857,0.0,30112.19,15056.095,21292.533745377743
1.0,224026880,0.0,14180.86,5050.133333333333,5844.435452332496
1.0,7519494083,0.0,1796.7,898.35,1270.45875375787
1.0,207979568,7586.11,12579.74,8818.362222222224,1866.9594976577407
0.0,224025730,0.0,37867.75,11371.882727272727,16195.510295339936
0.0,95663490,0.0,15798.2,5541.823684210526,4159.593643589627
0.0,101404643,0.0,25190.79,9957.840869565216,7586.2995090983895
0.0,166100612,1228.61,25711.09,7652.76361111111,6363.428417288976
0.0,359095610,0.0,23930.19,10189.246666666666,10255.621578523409
0.0,704278582,0.0,38083.68,6421.16759358289,8428.270586893581
0.0,250700341,0.0,9700.48,4547.255714285714,3671.219875099906
0.0,892627320,0.0,5273.56,1848.0782142857138,1503.947505843781
0.0,2251695437,0.0,9954.78,1840.892222222222,3050.9725965251987
0.0,359095219,0.0,23065.06,10718.657777777777,10103.28577625341
0.0,359094863,0.0,7507.15,4174.873333333333,3823.8465107314823
1.0,715534866,0.0,57082.36,11245.405270833327,12009.049907217266
1.0,304829465,0.0,35942.1,14140.093636363636,9827.384495374017
1.0,824855226,0.0,31061.18,6640.7189285714285,8821.166529057145
1.0,599115094,6780.61,37128.6,19923.7875,11630.675134570098
1.0,250713331,0.0,0.0,0.0,0.0
1.0,251136666,0.0,37142.37,15411.823125,11453.695450366937
1.0,95663502,0.0,24750.8,6132.674642857143,6871.300858607478
1.0,847943121,0.0,6543.32,3261.373333333333,2204.411738667484
1.0,353745422,0.0,3417.62,1708.81,2416.6222775187684
1.0,251144942,5673.79,6586.63,6169.615,399.7940974635153
1.0,353767238,0.0,7499.82,2210.905909090909,2631.8168724135353
1.0,250706959,0.0,41656.1,5354.793200000001,6250.9122287047585
0.0,717094465,0.0,28778.43,6128.4434567901235,7786.678348887472
0.0,651939717,0.0,7573.86,3786.93,5355.527765757544
0.0,32015470,0.0,33403.86,6449.582561983469,9079.761992512847
0.0,844627879,0.0,41801.52,6624.668448275863,7605.072398777802
0.0,250711640,0.0,19958.7,4130.665625,4412.8179648719215
0.0,336340899,0.0,5279.72,2238.7714285714287,1875.907097961131
0.0,97797191,0.0,48588.41,14539.295000000002,16529.68859504878
0.0,97839372,0.0,24143.54,5763.382,10347.888590099916
0.0,250711246,1592.95,4619.44,3080.24,1294.707242004925
0.0,790313138,0.0,9845.29,3361.186,3330.2851254883403
0.0,844173290,11328.16,27213.85,19271.004999999997,11232.879122827326
0.0,95663389,5300.11,19577.14,11235.386666666667,7436.514228160485
0.0,98350957,0.0,16152.71,4415.641818181818,4485.995593989852
1.0,cluster,0.0,64876.37,6155.433067954943,7062.368935377452
1.0,51249737,0.0,26451.05,4056.802285714287,6475.678233445371
1.0,299500105,0.0,8150.13,2252.2422580645166,1510.0291507758088
1.0,286070639,0.0,44396.41,9356.479074074075,9344.894194793314
1.0,300401175,0.0,21532.06,4609.570566037736,4838.56376603176
1.0,97788192,0.0,36212.04,8804.240833333333,8857.27020038288
1.0,32357785,0.0,20988.62,2828.864157303359,2775.6043010443404
1.0,651948525,0.0,24742.06,8748.465454545456,5908.838816299427
1.0,7772846303,1926.77,6900.69,4413.73,3517.0925610793925
1.0,359095416,0.0,31274.82,5360.449999999999,7443.523397457954
1.0,251137125,4125.4,30648.03,15291.8275,11323.061436759273
1.0,355613297,0.0,2404.15,218.5590909090909,724.8784990666305
1.0,962356556,0.0,16150.26,1920.8,4823.930495624911
1.0,251137014,0.0,20541.27,4213.77,8220.5720890702
1.0,23199931,0.0,9154.48,3685.072,3135.137845067315
0.0,565056731,9882.96,25631.67,17757.315,11136.019635940393
0.0,250699976,0.0,22757.67,2335.2240624999995,3661.5117101883925
0.0,101356593,0.0,25626.39,3649.468337595908,4593.31606817347
0.0,760071188,0.0,28518.99,2619.6845454545455,6452.47892953047
0.0,52493741,0.0,69502.54,11051.233476297975,14171.540922389975
0.0,250920320,0.0,43467.15,11550.26933333333,12157.23007659864
0.0,449488830,0.0,11065.07,6087.45,3744.1618491779973
0.0,749907669,0.0,23882.51,5379.294782608696,6707.050255761991
0.0,355613926,0.0,20686.16,5794.656250000001,7823.827658870848
0.0,250691695,0.0,22421.68,4823.275555555556,6856.586352014228
0.0,251109743,7930.64,7930.64,7930.64,
0.0,80404724,0.0,19616.52,3621.037052023119,3717.3628264377667
0.0,23184213,0.0,10194.14,2892.1433962264146,2648.080533002433
0.0,2046110790,3167.99,3167.99,3167.99,
0.0,912263020,0.0,3487.67,1728.0900000000001,1744.0482282035669
0.0,251137584,0.0,0.0,0.0,0.0
1.0,250698924,0.0,36583.48,6665.208999999998,5834.626663194338
1.0,704278582,0.0,38251.36,5560.029743589744,7857.976401087219
1.0,294492611,0.0,17222.53,2706.01625,4382.742930640198
1.0,250699982,0.0,34441.56,3734.92774390244,6279.263793208155
1.0,525503454,0.0,13284.44,2570.9060526315793,3654.0772083630895
1.0,634256870,0.0,43313.09,7608.019447004607,9295.658221231053
1.0,954712405,0.0,5291.85,2907.780075187969,1270.762876382992
1.0,250711641,0.0,18448.24,3659.8721875,4486.899702617959
1.0,251134800,0.0,14483.24,4310.205,4689.503568886583
1.0,6356544245,0.0,12800.96,5017.762857142857,3926.0662865634954
1.0,251136507,0.0,25925.42,5185.084,11594.200293046519
1.0,98350950,0.0,22720.04,4051.4961904761913,5924.992733784975
1.0,6558555850,7254.06,22272.63,11531.81857142857,5152.988052532979
1.0,388172055,0.0,2792.42,1359.2925,1570.7331214727938
0.0,4461253788,0.0,17387.93,5055.160666666667,4609.276518248617
0.0,23183960,0.0,29591.25,6322.535517241378,7489.644454214203
0.0,251136574,0.0,12303.72,5991.118888888889,3698.255181969074
0.0,24220216,0.0,47139.89,4991.08175324675,9303.319460847464
0.0,892605848,0.0,23914.16,3791.3047999999994,6122.223459711567
