time_period,parse_lane_name(vehicle_lane),min(vehicle_HC),max(vehicle_HC),avg(vehicle_HC),stddev(vehicle_HC)
0.0,300402610,0.3,7.29,1.9135555555555552,2.3493511246875607
0.0,219615781,0.0,1.08,0.5954545454545456,0.34909493368892186
0.0,584037841,0.0,0.63,0.30666666666666664,0.33619438821412034
1.0,23184216,0.0,8.93,1.5383703703703704,2.5630084284534225
1.0,32015189,0.0,8.79,1.5211627906976743,2.434154887068252
1.0,101357275,0.0,5.41,1.0757333333333332,1.699168903307932
1.0,95663492,0.0,7.54,1.3397727272727271,2.1282982487231363
1.0,44463538,0.0,8.95,0.9452380952380952,2.3338365597354076
1.0,359094862,0.0,11.81,3.07796875,3.6821272232090005
1.0,1016179784,0.0,9.13,1.1664179104477612,2.5169749167990467
1.0,355613012,0.0,6.57,0.8520000000000001,2.032381197839946
1.0,1118771576,0.0,10.1,2.4579999999999997,4.306961806192389
1.0,7127124359,0.42,0.42,0.42,
1.0,650854054,0.0,0.0,0.0,0.0
1.0,11270494938,0.0,0.67,0.325,0.375632799419859
0.0,32015501,0.0,6.99,1.411111111111111,2.8057059915663136
0.0,250713286,0.0,1.99,0.745,0.6878347669801713
0.0,767331322,0.0,7.69,1.5138461538461538,2.684311017938428
0.0,31767638,0.0,2.9,0.5323880597014927,0.49808143897887736
0.0,251144774,0.0,10.22,3.425714285714286,3.824763484751144
0.0,23183369,0.0,9.05,2.2334676564156806,2.619848328854806
0.0,483384217,0.0,0.92,0.2557142857142857,0.3419969367726921
0.0,355613297,0.0,5.2,1.3,2.6
0.0,353767906,0.62,0.62,0.62,0.0
1.0,2511789008,0.0,6.83,0.8848387096774193,1.265245819820097
1.0,250692063,0.0,10.35,2.1092222222222223,2.919103382342598
1.0,824855120,0.0,6.68,1.4775221238938054,1.8760218103320898
1.0,250920416,0.38,8.63,2.9419999999999993,3.427669345613305
1.0,97788769,0.0,8.74,0.9477500000000004,2.1910160241195675
1.0,807999996,0.0,7.18,1.1069999999999998,2.044618353269459
1.0,251136124,0.0,5.58,0.9250909090909092,1.553321259761462
1.0,1303525246,3.15,7.6,5.375,3.146625176280136
1.0,901261053,0.0,1.08,0.521875,0.3666275027960281
0.0,250712162,0.29,8.42,2.42875,3.493816732048614
0.0,250706436,0.0,0.45,0.11916666666666668,0.16703066312579384
0.0,23184195,0.0,9.54,0.8028915662650602,2.2094996170780017
0.0,299500104,0.0,9.6,1.5421616541353331,2.3802660180257704
0.0,250712716,0.0,7.76,2.0528125000000004,2.423619306812611
0.0,909645108,0.0,10.44,2.647368421052631,3.2138364514769737
0.0,704135432,0.0,7.1,2.1312,2.9256841365169044
0.0,359095693,0.0,0.82,0.2708333333333333,0.26983019351683635
1.0,250920320,0.0,9.23,2.536148036253739,2.0786093298213424
1.0,222942436,0.0,8.91,1.3009947643979045,2.4492755932705337
1.0,250663596,0.0,8.38,1.3465624999999999,2.334572896749258
1.0,327261700,0.0,6.03,0.7525939177101978,0.9057933203014498
1.0,250921080,0.0,8.03,2.5166666666666666,3.4967680315781124
1.0,651968870,0.0,7.44,3.27,3.7547525439989604
1.0,101516440,0.0,6.16,0.9585714285714285,1.6550748796180967
1.0,363391934,0.0,7.67,0.8786666666666666,2.35445130601186
1.0,355615343,0.0,0.0,0.0,
0.0,327261700,0.0,6.14,1.4815757575757578,1.9051713806512593
0.0,818127958,0.0,2.29,0.458,1.0241191336949038
0.0,249601206,0.0,9.09,1.7248351648351672,2.274008247256561
0.0,23216663,0.0,8.41,3.857647058823529,3.305585776561124
0.0,222897513,0.0,10.35,1.8168221476510358,1.9394622619785338
0.0,917870261,0.0,4.99,1.3017777777777773,1.6767180206728076
0.0,250711115,6.79,7.34,7.0649999999999995,0.38890872965260104
0.0,601290886,0.0,0.85,0.3948958333333334,0.32381929590978475
0.0,295024096,0.0,2.95,0.288404255319149,0.49546394721760545
0.0,1303525246,0.61,0.61,0.61,
0.0,482856909,0.0,0.18,0.10500000000000001,0.08225975119502045
1.0,972690968,0.0,8.88,2.3637724550898196,2.824941173326006
1.0,353767804,0.0,11.8,2.1715909090909093,3.8433524266276007
1.0,250663746,0.0,9.95,1.6972727272727275,3.2077572373087238
1.0,250700248,0.0,6.89,1.0587218045112783,1.4995173029071494
1.0,31767637,0.0,9.17,1.778418079096045,2.7834716683958183
1.0,807999627,0.0,0.81,0.44948717948717953,0.3290332627398084
1.0,97846089,0.0,7.03,1.3614285714285717,2.5388936473158843
1.0,353769800,0.0,0.0,0.0,0.0
1.0,86547349,0.0,6.71,3.8099999999999996,2.6823543762896054
1.0,353771656,0.0,5.29,1.1981249999999999,1.9829917422924384
1.0,678788074,0.0,4.85,1.8838888888888887,2.1788613834075297
1.0,651939717,0.13,0.13,0.13,
0.0,251144770,0.0,12.6,1.234571428571429,2.468057785781049
0.0,23182775,0.08,0.89,0.6714285714285715,0.2695322226517992
0.0,299658207,0.0,9.25,0.8759107806691457,1.623324281637373
0.0,250704638,0.0,6.66,1.6181249999999994,2.1217372009747115
0.0,31767621,0.0,9.66,2.8504347826086955,3.1578396537462727
0.0,251110754,0.0,0.89,0.6171428571428572,0.3079888680734141
0.0,3879024943,0.4,5.22,3.5475000000000003,2.1658774203541618
0.0,219617986,0.0,0.93,0.21000000000000005,0.33316662497915367
1.0,741245823,0.0,11.66,2.247343565525384,3.1538859896521174
1.0,359094908,0.0,9.02,1.4087500000000002,2.6582994284060306
1.0,651185403,0.0,0.81,0.2668036529680366,0.270619087702247
1.0,264095736,0.0,8.5,0.9135151515151516,1.7898490214501623
1.0,653974966,0.0,6.86,2.4608333333333334,2.905403925394362
1.0,2660166908,0.0,6.22,0.6334615384615385,1.5683084959476365
1.0,762793106,0.0,10.76,1.514679487179488,2.617933724303575
1.0,444374147,0.0,9.39,1.5304845814977972,2.6061432246721554
1.0,51249544,0.0,9.04,1.1407865168539326,2.18171405414515
1.0,23216541,0.0,5.27,1.238011363636364,1.8030092369263002
1.0,377996994,0.0,8.72,1.6311320754716978,2.9110120235841315
1.0,10976008,0.0,0.28,0.085,0.12116855277595001
1.0,601294006,5.01,7.19,6.176666666666667,1.0980588933811037
1.0,966013902,0.0,0.31,0.08666666666666667,0.11748758799691707
0.0,1992372760,0.0,7.03,2.395882352941176,2.789401949395984
0.0,250712701,0.0,0.74,0.37,0.5232590180780452
0.0,359095613,0.0,7.47,1.5333333333333334,2.6534414474699672
0.0,917870258,0.0,6.42,0.9515625000000001,1.8751731586709532
0.0,31620199,0.0,5.65,0.7344061302681993,1.3352119292315638
0.0,300401862,0.0,8.25,1.458461538461538,2.4966404503775745
0.0,391433166,0.0,9.84,3.022444444444445,3.4729586257486016
0.0,251110759,0.61,0.61,0.61,
0.0,652688299,0.0,12.92,2.1727777777777777,3.6915703745242836
0.0,632242186,1.11,1.11,1.11,
1.0,97846073,0.0,9.58,2.261078838174274,2.7506757650788245
1.0,250709317,0.0,11.41,0.7141666666666666,2.276639131365197
1.0,315709444,0.0,7.01,0.6436823104693135,1.49366930264507
1.0,4458922832,0.0,10.56,1.0349333333333333,2.3325130707512067
1.0,336341771,0.0,7.49,2.290263157894737,2.7600739187536907
1.0,790308478,0.0,8.48,2.07,3.600541625922411
1.0,388172083,0.0,0.52,0.3233333333333333,0.28219378684395824
0.0,101259304,0.0,8.47,1.4431250000000002,2.676582268940199
0.0,741087756,0.0,11.86,2.3780357142857147,3.4136851871945595
0.0,652688301,0.0,10.13,2.7864102564102557,3.309223543195505
0.0,250699359,0.0,8.05,1.565462962962963,2.5195817722444835
0.0,251136510,0.0,5.84,3.0320000000000005,2.5791830611955207
0.0,167920360,0.0,9.35,2.2402255639097746,3.1666080854626286
0.0,286067598,0.0,12.34,2.5963381555153657,3.6667217495625137
0.0,11031665,0.0,0.75,0.24071428571428571,0.2437989173230925
0.0,32015537,0.0,1.21,0.46441860465116286,0.363981307248845
0.0,23183366,0.0,7.71,1.2382038834951454,1.6645861353895708
0.0,90533474,0.0,9.16,2.203968253968254,3.177210959764382
0.0,359096263,0.0,0.48,0.08,0.19595917942265423
0.0,66867998,0.0,0.85,0.4114285714285714,0.3161449336105499
1.0,97846101,0.0,9.96,2.8322500000000006,3.4912893324002305
1.0,220516702,0.0,0.87,0.4110526315789474,0.3577541770673039
1.0,361401015,0.0,8.23,1.826734693877551,2.6378474397975062
1.0,355614093,0.0,5.45,1.09,2.437314095474771
1.0,250663734,0.0,7.7,2.265825242718447,2.5990841238570885
1.0,41806639,0.39,7.28,4.483636363636363,3.1276453530644184
1.0,68612576,0.0,7.97,0.9589655172413792,1.8661783219283685
1.0,51102924,0.0,9.19,1.6058974358974358,2.7010222055561037
1.0,3894328960,0.0,1.11,0.2642857142857143,0.34375112387428663
1.0,250704638,0.0,11.91,1.9443103448275862,2.580104793240312
1.0,295081889,0.0,6.44,5.08125,1.4249298228333913
1.0,907181175,0.0,5.3,1.1016,1.7791882752870531
1.0,634244587,0.0,0.67,0.23578947368421055,0.20500178290481294
1.0,50005006,0.0,0.94,0.5618181818181818,0.3383140015375711
0.0,251144999,0.0,0.56,0.20600000000000004,0.24182638400306947
0.0,482987489,0.0,10.55,2.5303256552819295,2.2161517883913655
0.0,49748053,0.0,0.05,0.011578947368421053,0.01675415633166782
0.0,286070640,0.0,3.84,0.8842105263157897,0.8860865419845863
0.0,359094241,0.0,10.63,1.9652631578947375,2.8336565182036257
0.0,353767087,0.0,0.0,0.0,
0.0,664511607,0.0,0.95,0.19874999999999998,0.3145262877952902
0.0,916426355,0.0,0.81,0.37264705882352944,0.321476789524856
1.0,299498425,0.0,7.2,1.5891703056768562,2.2341411301190934
1.0,169130600,0.0,9.26,1.1300840336134454,2.02447168073521
1.0,250711248,0.0,11.08,1.1714285714285713,2.6895335053110005
1.0,355614705,0.0,8.17,1.7958108108108106,2.4759235203829775
1.0,300395140,0.0,7.75,1.0090909090909093,2.005784276229765
1.0,98350968,0.0,7.3,1.73425,2.5081179863262677
1.0,865301642,0.0,5.78,2.7175000000000002,3.150517153315204
1.0,687830215,0.0,10.53,1.115,2.8789494611750306
1.0,27790954,0.0,0.84,0.35,0.38652296180175383
1.0,1431401012,0.0,0.0,0.0,0.0
1.0,3458963093,0.31,1.02,0.72,0.30886890422961005
1.0,23216612,0.0,8.95,3.516176470588236,3.5368767378611783
1.0,636484888,0.0,5.38,3.5021052631578944,2.446974501405014
1.0,807999990,0.0,5.36,1.2261111111111112,1.8318686662688233
0.0,98350950,0.0,6.41,1.9676190476190474,2.595962065905249
0.0,359095352,0.0,7.71,1.784736842105263,2.787546448882666
0.0,250663596,0.0,7.14,1.3716981132075472,2.310584954116312
0.0,250700083,0.0,9.33,0.8787096774193548,1.6342719927345506
0.0,7878279511,0.0,5.36,1.1771428571428573,1.859871987402308
0.0,302575703,0.0,8.03,1.5193650793650788,2.213028785000807
0.0,250699984,0.0,0.0,0.0,
0.0,634348427,0.65,0.81,0.725,0.07724420150837646
1.0,741245822,0.0,7.52,1.0618276762402086,1.8887870031056848
1.0,661080463,0.0,7.44,1.7984024577572972,2.387636726187655
1.0,250692403,0.0,10.36,2.0681343283582088,2.584486734550662
1.0,411703357,0.0,7.25,1.1585714285714286,2.0045480431116776
1.0,653973066,0.0,6.72,1.31125,2.29133777613599
1.0,353747831,0.0,0.58,0.05081632653061225,0.14128630410585152
1.0,250700343,0.0,0.65,0.0793103448275862,0.20627531938931173
1.0,824855249,0.0,0.73,0.3084615384615385,0.3239044651808656
1.0,242134,0.0,5.3,1.2635,1.9695457630683562
1.0,48652538,0.0,11.91,3.275971223021582,4.023424116639245
1.0,807999512,0.0,5.16,1.022142857142857,1.7761417934190025
0.0,901261052,0.0,6.96,1.6379999999999997,2.769293875959822
0.0,251136301,0.0,9.57,2.49625,3.6854739631875484
0.0,359094778,0.0,12.42,0.7121875000000001,2.320574962107862
0.0,250712291,0.0,0.59,0.19749999999999998,0.23420076857260738
0.0,336340289,0.0,1.01,0.3,0.3731487638998688
0.0,49795118,0.0,6.86,1.97125,2.4278023382368636
0.0,1062776770,0.72,0.72,0.72,
0.0,1431401012,0.0,0.0,0.0,
0.0,219362017,0.0,0.81,0.4208333333333334,0.3645534836265352
0.0,31616988,0.0,8.25,3.9818181818181815,3.607563771250116
0.0,27790954,0.0,0.87,0.4216666666666667,0.38571578482953833
0.0,251144942,0.73,3.31,2.02,1.8243354954612927
1.0,284240115,0.0,11.35,1.681198704103653,2.191099580659419
1.0,651185404,0.0,6.65,0.3978358208955224,0.9613003113658231
1.0,6220792260,0.0,9.91,0.8916666666666666,2.599700746553573
1.0,97788567,0.0,10.48,1.9016071428571428,3.2429306480884987
1.0,223083929,0.0,7.38,3.8929687500000094,1.9593200468637886
1.0,251136452,0.0,0.76,0.38,0.5374011537017761
1.0,844173336,0.0,5.29,1.216,2.3029828483946644
1.0,355613602,0.0,6.95,3.0957142857142856,3.3294887352407785
1.0,790308475,0.0,7.45,1.9528571428571428,3.0803772187061456
1.0,1000830904,0.59,1.16,0.8249999999999998,0.2006738647656939
1.0,1175120417,0.0,0.67,0.36141509433962254,0.31274647782035636
0.0,865301640,0.0,8.0,2.2440636042402824,2.4846116659735626
0.0,355614512,0.14,6.46,2.6079999999999997,3.1489791996772545
0.0,359094744,0.0,9.58,1.9218120805369117,2.4981685328459573
0.0,100850034,0.0,8.45,1.1171484375000007,2.0240555467455126
0.0,632277873,0.63,8.23,1.9766666666666666,3.0647653526276146
0.0,742016387,0.0,9.88,2.107373949579829,2.4984918471737356
0.0,251136974,0.0,6.31,1.5775,3.155
0.0,901645779,0.0,5.29,1.0491139240506326,1.7512722041443938
0.0,353749650,0.0,5.97,0.7859999999999999,1.8376446277171705
0.0,31622008,0.0,5.41,0.8382812500000001,1.6133410871798555
0.0,807999429,0.0,0.0,0.0,
1.0,295083402,0.0,2.41,0.31233333333333324,0.44801848201172423
1.0,3705227167,0.0,6.92,0.5913793103448277,1.5019104188436456
1.0,359094099,0.0,10.61,2.113620689655172,3.1688665911116973
1.0,2300143703,0.68,9.06,2.889047619047619,3.1270135441014952
1.0,359095614,0.0,0.44,0.1311111111111111,0.17517451615777654
1.0,670812431,0.0,0.95,0.6679999999999999,0.2531572069457463
1.0,652688299,0.0,11.46,1.6585245901639345,3.013585813205244
1.0,95663423,0.0,9.66,1.760869565217391,2.432276069815143
1.0,10976427,0.0,1.15,0.4663157894736842,0.4134705488143528
1.0,250663738,0.0,0.79,0.5166666666666667,0.44769781475157255
1.0,250711603,0.0,1.07,0.6220000000000001,0.4530673239155524
1.0,31767602,0.0,7.25,5.530909090909091,1.9989069740508414
1.0,250707461,0.0,0.0,0.0,0.0
0.0,384593007,0.0,6.9,1.1536770881940854,1.2618134994697083
0.0,896087076,0.0,0.38,0.07375,0.14391837964624254
0.0,10971769,0.0,8.62,1.5471000000000004,2.4756793965995425
0.0,299656282,0.0,10.52,1.0067647058823526,1.7170827100086565
0.0,23182796,0.0,9.12,0.8138488576449919,1.0016012452970287
0.0,353768315,0.0,9.71,2.0345454545454547,3.747381388746984
0.0,722947723,0.0,12.87,2.8060891089108906,3.943909348253835
0.0,156253936,0.0,6.25,0.906060606060606,1.9193813120930718
0.0,7384331753,0.0,0.92,0.384375,0.38496698992684214
0.0,250710947,0.0,5.53,0.8455555555555557,1.7087223373455944
0.0,51043101,0.0,0.6,0.11555555555555556,0.15398972449174053
0.0,1209362819,0.0,0.94,0.312,0.44195022344150925
0.0,60950269,0.0,5.72,0.715,2.0223253941935257
0.0,847943121,0.0,0.86,0.442,0.41124202119919606
0.0,250692409,0.0,8.61,3.19,4.7183365712928955
1.0,790318524,0.0,7.89,1.3163414634146342,2.195676735407038
1.0,807999657,0.0,9.61,2.403333333333333,2.9574182671745204
1.0,51105855,0.0,0.83,0.16933333333333334,0.28133525162965944
1.0,295056184,0.0,12.43,1.4909949622166245,2.7103510226169165
1.0,824076905,0.0,5.68,1.6785714285714286,2.460728025926965
1.0,391433166,0.0,11.33,2.052638036809816,3.0059225136881618
1.0,251136940,0.0,10.14,2.9949999999999997,3.9404579798430905
1.0,250720873,0.0,0.8,0.14125000000000001,0.2855789858215362
1.0,395766241,0.0,11.43,2.161538461538462,4.013431296189181
1.0,250710947,0.0,6.06,1.0578571428571428,1.9564653315115483
1.0,353770735,0.0,5.24,0.8937499999999999,1.772092689449398
0.0,730034147,0.0,9.34,1.467738461538457,2.064167615243224
0.0,318678267,0.0,9.09,0.8613837209302324,1.9862112139607504
0.0,355614703,0.0,6.3,0.8246874999999997,1.427696055967728
0.0,31616813,0.0,6.36,0.6066666666666667,1.6861284549721194
0.0,224025735,0.0,1.4,0.5333333333333333,0.6289433177717185
0.0,251136300,0.0,9.24,1.688214285714286,3.223219064470508
0.0,262652281,0.0,6.43,0.30630434782608706,1.0232814243342259
1.0,601290887,0.0,12.35,1.5814444444444384,2.7726256355885197
1.0,207979572,0.0,12.84,1.6416228571428535,2.5965437103487305
1.0,353746851,0.0,11.29,1.19,2.722151460045633
1.0,295083399,0.0,9.48,1.6466666666666667,2.44337935581011
1.0,824855082,0.79,7.21,1.8014285714285714,2.386688281359959
1.0,97834829,0.0,7.33,1.754,2.793684146626299
1.0,251110313,0.0,0.0,0.0,
1.0,687830221,0.0,0.94,0.2988888888888889,0.3172697606298163
1.0,86378178,0.0,0.82,0.36375,0.35253925819889703
0.0,170993800,0.0,10.56,2.7144776119402962,3.0397074215012223
0.0,635445185,0.0,6.61,1.2295833333333335,1.9356551057473532
0.0,365528695,0.0,0.14,0.019230769230769235,0.039255899442321295
0.0,95663492,0.0,6.18,2.1566666666666667,2.515938180388428
0.0,651939720,0.0,0.59,0.16499999999999998,0.28524842973567216
0.0,482856908,0.0,5.24,1.3073684210526313,2.0483322270278084
0.0,6217316395,0.0,5.77,0.6912676056338041,0.4606689032556757
0.0,663798587,5.85,5.85,5.85,
1.0,250711246,0.0,5.6,0.7472727272727272,1.634234321687627
1.0,632243486,0.0,0.63,0.1575,0.315
1.0,353767898,0.0,12.06,1.731702127659574,3.6037017919072296
1.0,23183273,0.0,11.29,1.5644963144963144,2.812500014994842
1.0,250712160,0.1,7.04,1.92,3.414361824216448
1.0,651939706,0.47,0.59,0.53,0.08485281374238571
1.0,664511606,0.0,9.6,2.8167857142857144,3.424385377208618
1.0,50014093,0.0,10.36,1.916086956521739,3.5755975204794095
1.0,353745415,0.62,11.38,3.6386666666666665,4.478161080920009
1.0,565056718,2.56,2.56,2.56,
0.0,24258821,0.0,10.96,3.0425819672131156,3.305992235930934
0.0,738028726,0.0,10.89,3.4626923076923077,3.776822535086665
0.0,250699972,0.0,9.71,1.5945370370370375,2.199026285902938
0.0,86438974,0.0,8.41,1.1131308411214962,1.7905370595894465
0.0,767331346,0.0,0.65,0.20375,0.2951482678248341
0.0,2299742133,0.58,1.01,0.7949999999999999,0.30405591591021547
0.0,82682799,0.0,9.42,3.4019999999999997,4.7030968520752365
1.0,660260255,0.0,7.29,4.249999999999998,2.01956123606265
1.0,95663527,0.0,10.28,1.8359473684210528,2.5602461227107587
1.0,294492607,0.0,5.29,0.8376368876080689,1.4797698054146369
1.0,790318517,0.0,0.33,0.066,0.14758048651498612
1.0,3036525460,0.0,6.74,0.8005000000000001,1.4477295291157406
1.0,250708690,0.0,9.93,1.8915624999999994,2.6970504266581683
1.0,219362017,0.0,8.57,2.325483870967742,3.253753564433625
1.0,651939719,0.0,0.76,0.25333333333333335,0.39246231241568497
1.0,31622008,0.0,5.38,1.1270334928229668,1.8439346527685114
1.0,300401494,0.0,8.92,1.7105882352941177,3.0618223139746275
1.0,652392568,0.0,7.65,2.8345454545454545,3.4177956745140974
1.0,32015579,0.0,8.37,6.2130769230769225,2.8392557258766034
0.0,448706635,0.0,5.3,0.5449999999999999,0.995844030625948
0.0,97788686,0.0,8.45,2.5367469879518065,2.9650172164324466
0.0,60958845,0.0,7.45,1.3355696202531653,2.009772755897365
0.0,259803255,0.0,10.09,1.7633221194280853,2.5175621153682757
0.0,298296034,0.0,7.78,3.374444444444445,3.0820280225893706
0.0,336339932,0.0,6.76,1.4627777777777775,2.257838126734498
0.0,168914460,0.0,7.56,1.2255555555555555,2.031861569573207
0.0,565056718,0.0,0.18,0.09,0.12727922061357855
0.0,223649877,0.0,0.81,0.405,0.5727564927611035
0.0,299496935,0.0,0.99,0.5146666666666666,0.350303269971008
0.0,251144769,0.0,1.83,0.49666666666666665,0.7989159321647471
0.0,97792969,0.0,5.43,1.4874999999999998,2.6397395704879676
0.0,970180898,0.75,0.81,0.7799999999999999,0.030000000000000027
1.0,95663398,0.0,7.75,2.523846153846154,3.3855170419044773
1.0,10741731,0.0,8.03,1.4913829787234067,2.184078558325265
1.0,359095655,0.0,7.66,0.6216666666666667,1.5350957105599994
1.0,68612588,0.0,0.81,0.42230769230769233,0.29338449437293296
1.0,435483355,0.0,1.84,0.4553846153846154,0.5757258517821278
1.0,355613900,0.0,7.21,0.6311764705882351,1.7096047874908882
1.0,23184691,0.0,7.39,1.633272727272727,2.0936549443150554
1.0,132737106,0.0,7.11,1.691025641025641,2.422166054188291
1.0,1458642409,0.0,0.28,0.14,0.19798989873223333
0.0,170644473,0.0,0.82,0.17545454545454547,0.2650737053426259
0.0,10741722,0.0,11.39,2.595945945945947,3.571104335346285
0.0,763490832,0.0,10.71,3.9050000000000002,4.271805362212981
0.0,cluster_1005854912_2395596764_6742071239_6742071240_,0.0,8.91,1.943109919571044,2.534596738138432
0.0,250920235,0.0,9.97,1.7607837837837774,2.271606926606057
0.0,359093323,0.0,0.57,0.07200000000000001,0.19034555043769363
0.0,86438973,0.0,7.46,0.8580555555555555,1.6951610395935137
0.0,360079251,0.0,7.09,0.7591489361702135,0.9575929271557098
0.0,971719836,0.55,7.26,3.209615384615385,2.368254176847124
0.0,353749599,0.0,5.94,0.8429411764705882,1.3660928075440297
0.0,316770035,0.0,9.34,1.7183333333333346,2.4780156743335957
0.0,411703357,0.24,7.5,1.3266666666666667,2.3204525420701887
1.0,224816471,0.0,9.08,1.7073395638629172,2.2156067857110475
1.0,31179468,0.0,8.18,1.6187692307692307,2.582575187191174
1.0,601294000,0.0,9.45,0.9239062499999999,1.951884269261117
1.0,355613603,0.0,6.75,2.023571428571429,2.880314104513489
1.0,31985292,0.41,1.8,1.0,0.4000312487793922
1.0,66868004,0.0,5.62,0.7605859374999999,1.341965798502514
1.0,23184093,0.0,3.64,0.45302904564315366,0.46658104332063116
1.0,818127956,0.0,8.79,3.1871428571428573,3.0722746343013396
1.0,11256819883,0.0,10.8,0.6513636363636365,2.2851264327937773
1.0,633562949,0.0,0.0,0.0,0.0
1.0,10976967,0.0,0.93,0.3466666666666667,0.33160619214162257
1.0,907181176,0.0,0.68,0.3650909090909091,0.3246529356397823
1.0,359095483,0.0,8.08,1.0254545454545456,2.225220646679094
1.0,250921558,0.0,0.0,0.0,0.0
1.0,251144198,0.0,7.03,1.7575,3.5150000000000006
0.0,311408820,0.0,9.29,1.8672853185595588,2.3321752719130577
0.0,32015487,0.0,9.06,2.44495145631068,3.1366695444298465
0.0,32357785,0.0,1.12,0.5276315789473687,0.3202993117738579
0.0,10134034294,0.0,9.48,2.1960156250000002,2.6133823800433156
0.0,353767084,0.0,10.08,1.8642857142857143,3.1721594544403984
0.0,355614597,0.0,6.88,1.2333333333333334,2.77303924722797
0.0,298293482,0.0,10.58,2.438931297709925,3.3045009519438096
0.0,830255108,0.0,8.71,1.4116353887399493,1.866119473186708
0.0,23199927,0.0,8.69,1.4402777777777784,1.283116773387015
0.0,664514537,0.0,1.9,0.6463414634146342,0.7444117009342377
0.0,664238682,0.0,1.15,0.33516483516483503,0.3221192416804774
0.0,32015577,0.0,8.7,1.5528571428571425,2.7826108863705206
0.0,32015397,0.0,2.23,0.30781250000000004,0.48969203208784456
0.0,730330629,0.5,7.38,3.2914285714285714,3.2507149396782884
0.0,300402639,0.0,0.0,0.0,
1.0,250710210,0.0,1.45,0.18222222222222223,0.4777231880958307
1.0,359096272,0.26,0.78,0.52,0.36769552621700474
1.0,97839360,0.0,6.09,1.05625,2.0592504704382124
1.0,250921224,0.0,8.77,1.7300000000000002,2.901348824253988
1.0,359094245,0.0,7.02,1.3333333333333333,2.5123481712002684
1.0,711885233,0.0,8.49,1.3625742574257427,2.225968246350761
1.0,251144930,0.0,13.2,1.6055555555555554,4.3620096031276425
1.0,85698085,0.0,0.97,0.2737777777777778,0.3351477888992263
1.0,223083928,0.49,4.85,4.833533834586478,0.2673269371083488
1.0,824855327,0.0,0.59,0.3833333333333333,0.3323151115031234
0.0,669874507,0.0,0.44,0.08562499999999999,0.1275615204101993
0.0,251136887,0.0,0.6,0.08258064516129031,0.16231590067797802
0.0,632243485,0.78,8.95,4.814285714285715,3.7825558252891085
0.0,251136508,0.0,6.31,3.1275,3.611605137147009
0.0,250709317,0.0,11.82,0.7904545454545456,2.542326305649505
