time_period,parse_lane_name(vehicle_lane),min(vehicle_fuel),max(vehicle_fuel),avg(vehicle_fuel),stddev(vehicle_fuel)
0.0,651948525,0.0,8105.79,3055.0496666666663,2342.9455890402864
0.0,23182798,0.0,11881.77,1949.82928270042,2488.4867151848734
0.0,23184108,0.0,11661.41,2982.9765625,3556.8360056181946
0.0,81783130,0.0,882.93,103.53439999999999,248.484949579111
0.0,251136320,0.0,6727.71,665.5112328767124,1207.6088266118954
0.0,250699982,0.0,5764.4,911.2075555555558,1475.9278477068772
0.0,972690969,0.0,20466.49,2717.443955223881,4761.181866610893
0.0,353792192,0.0,3593.45,549.709193548387,794.6598292687489
0.0,355614382,2214.21,2214.21,2214.21,
0.0,2287255821,0.0,0.0,0.0,
1.0,286070637,0.0,17492.83,1180.2714547789642,1028.2160876084722
1.0,45879106,0.0,2921.37,1093.2811340206185,1031.3446352212932
1.0,653974958,0.0,7900.45,3500.2650000000003,2733.1994294812566
1.0,168725546,0.0,11391.28,1090.4978481012658,2506.7144684098057
1.0,250920242,0.0,10868.66,1617.0635947712367,1744.8196683641584
1.0,251135669,0.0,2054.78,497.2055555555556,708.2626188093047
1.0,634252646,0.0,12108.75,1659.5965106382987,2131.3662327310562
1.0,359095409,0.0,8462.15,2629.554545454546,2295.180660333141
1.0,1214975690,0.0,3416.02,1224.4404761904761,1122.1571839741355
1.0,338770292,0.0,7678.26,842.1590128755374,475.71945609488273
1.0,363391832,0.0,5267.61,1526.2224999999999,1920.2453465644103
1.0,251136501,902.92,6242.26,2518.558,2136.178870839238
1.0,807999952,0.0,905.58,425.88,493.7233646486664
0.0,359095055,0.0,4500.1,1398.5040000000001,1851.1726313555957
0.0,250922421,0.0,11997.84,1487.5423076923078,2701.296296315278
0.0,824855344,0.0,11597.27,1974.4755555555555,3853.6896012785955
0.0,807999990,0.0,2785.46,596.8042857142857,707.0719015584942
0.0,1053955140,0.0,5425.68,738.2328333333337,923.1364890816797
0.0,632323820,1695.14,2446.51,2159.016666666667,405.5521291194677
0.0,10741726,0.0,3100.39,1351.8085714285717,865.1381776150171
0.0,952120232,0.0,13586.47,4267.16,4805.862491231784
0.0,11271557478,0.0,1527.65,659.23,780.1405180692343
0.0,50033294,0.0,2454.15,654.42125,970.6298185259234
0.0,353749537,0.0,5498.32,2749.16,3887.8993571336177
0.0,250921487,0.0,0.0,0.0,
0.0,32015581,0.0,2429.65,1774.164,1022.8511389884649
1.0,251110788,0.0,12516.21,5092.014210526316,3422.0855142690652
1.0,901261052,0.0,5048.14,1051.8553125,1198.4950910203593
1.0,250691739,0.0,15414.07,2472.6393442622953,2849.7448396900486
1.0,31616871,0.0,11472.83,2986.9488461538463,2637.5493142447885
1.0,7232153327,0.0,10691.17,2709.1965789473684,3141.0891660801926
1.0,251134802,1081.74,1081.74,1081.74,
1.0,687921114,549.23,4204.49,1916.048,1454.5509924096853
0.0,1146031225,0.0,4766.2,829.5124345549706,613.9232013633892
0.0,299625043,0.0,12922.47,4418.630319148937,3140.171231231967
0.0,250700339,0.0,13445.06,2413.707857142858,2372.7770044134422
0.0,355614986,0.0,751.56,150.31199999999998,336.10784983394836
0.0,10976954,0.0,20293.2,2491.5627301587388,3945.197642981006
0.0,66867992,0.0,987.91,313.46799999999996,328.1960647138176
0.0,776858694,0.0,7751.62,2026.3645454545456,1945.524509379772
0.0,353788274,0.0,2658.95,720.16,896.3303902914371
0.0,911038413,1671.11,6176.87,4014.4440000000004,1462.1204552232425
0.0,251144202,0.0,0.0,0.0,
1.0,917870262,0.0,6323.01,952.4137179487186,727.6778135178491
1.0,359093551,1386.64,7385.85,3123.9141176470594,1989.83556649579
1.0,250691793,0.0,16912.81,3375.3648275862074,4038.9942919695063
1.0,962356608,0.0,9022.38,1970.7413333333338,2296.6230001083472
1.0,250720652,0.0,4121.71,1082.7052173913041,1370.481029197312
1.0,215710662,0.0,10860.73,2839.954886363637,2927.2994863749454
1.0,2296239317,5111.46,13653.05,8576.845,4173.806506172353
1.0,844618179,0.0,1253.45,421.60517241379307,450.73244661662085
1.0,62330706,0.0,12612.31,1974.9616260162604,2493.302724014425
1.0,251144201,0.0,0.0,0.0,0.0
1.0,972690969,0.0,21056.93,2727.275394366197,4428.127587069114
0.0,97839373,0.0,1593.87,512.5736363636363,620.7552479564345
0.0,52493354,0.0,15192.34,1371.9410344827565,2120.4436341724318
0.0,97788957,0.0,10147.14,2380.7388461538458,2631.558201214371
0.0,599115098,0.0,13148.76,1507.1393333333333,3645.581472731196
0.0,52493581,0.0,11525.23,3849.0848275862068,4004.531361523575
0.0,50033422,0.0,7514.4,914.9578670360107,1249.591798699188
0.0,97846082,0.0,14212.29,4894.540810810812,4928.680358965481
0.0,250663829,0.0,10444.46,3247.98125,4223.122637647703
0.0,661080036,0.0,2501.32,882.7960714285717,548.2073744510494
0.0,359094903,0.0,5166.7,2743.9379999999996,2565.012300227818
1.0,31616993,0.0,10055.83,1815.3908999999999,2152.775077554454
1.0,233993890,0.0,2322.63,772.4207692307693,800.1535553525865
1.0,353788273,0.0,2967.35,1110.3926315789474,971.6716877219734
1.0,353749485,0.0,13650.8,4281.905882352941,3868.919885371851
1.0,650854063,0.0,13189.51,1238.916923076923,3680.0670790815407
1.0,653973064,0.0,11379.61,598.081875,1703.779709036998
1.0,32015470,0.0,10139.01,2133.4067777777777,2848.810887746576
1.0,1174430614,0.0,8788.74,1215.329672131148,1329.5142323495038
1.0,353749599,0.0,11342.13,2771.0261111111113,2833.1882806979115
1.0,353767052,0.0,11243.61,3273.434102564102,2878.989735659951
1.0,359095434,0.0,670.5,47.892857142857146,179.19866270228056
1.0,807999510,0.0,8270.92,4135.46,5848.42361865144
1.0,94573606,0.0,11339.48,1613.4422489959843,1996.993001515977
1.0,250920415,0.0,10943.8,2707.7916666666665,4398.936815688157
1.0,251082919,0.0,11882.75,3960.9166666666665,6860.508911213025
1.0,95663419,0.0,11103.35,3205.01,4209.138946554271
1.0,355613815,1281.97,6860.65,3792.658571428572,2036.8314818317572
1.0,251136509,2324.26,8683.34,5977.56,3283.7204851204983
1.0,95663499,0.0,5820.36,2040.669285714286,1674.4475699969473
1.0,793286650,0.0,6880.62,1003.9590756302524,1246.2032923617262
1.0,636505575,0.0,8586.68,2266.136086956522,2404.440749022788
1.0,49747810,0.0,2989.93,1677.485,1060.5159632697662
1.0,633562904,0.0,577.71,288.855,408.5026585592804
0.0,260124785,0.0,16139.62,4157.538030303031,4105.807327506968
0.0,51249660,0.0,5677.22,628.4528,1129.7430172497873
0.0,97789184,0.0,11138.56,2086.3052173913043,2831.0548079403993
0.0,807999960,0.0,2919.91,772.698888888889,1118.122627425593
0.0,98350931,0.0,6300.71,1100.0714516129033,1374.6447041265258
0.0,8331032555,0.0,1632.87,216.78047619047615,438.0166554992651
0.0,250920415,0.0,14415.42,7450.447142857142,6999.743429652057
0.0,224816435,0.0,7483.71,1444.6361764705882,1870.1090108365904
0.0,101357275,0.0,3087.57,981.0655238095238,962.3989912512908
0.0,299502759,0.0,8730.69,1305.9270769230766,1753.2003746352016
0.0,2511789008,0.0,3110.42,1477.8635849056604,789.7730347313868
0.0,96038783,0.0,8497.64,2008.232941176471,2375.0033816658915
0.0,916426357,0.0,958.88,619.1886666666667,390.7384953039321
1.0,355615622,0.0,8176.22,3092.207142857143,2532.6831158900013
1.0,250706958,0.0,12158.32,1356.50921875,2018.407781908213
1.0,909645108,0.0,18620.14,1462.210253623188,2313.4235976753216
1.0,10976429,0.0,10427.2,2320.365409836066,2833.0868646240347
1.0,660260257,0.0,8999.43,2215.3123,2426.7228407042417
1.0,751911373,0.0,5922.79,845.9707086614176,1101.0479335827877
1.0,169130585,0.0,16951.09,4207.315333333333,3850.868797387199
1.0,284240117,0.0,1674.38,551.5950000000007,430.48619102291457
1.0,51249393,0.0,6050.56,1470.0281250000003,1728.9074124398865
1.0,971719836,1717.61,13067.28,5040.385686274509,3269.399768207158
1.0,23217624,0.0,9401.51,2262.743928571428,2406.922579231284
1.0,1458642387,453.65,1041.23,822.2066666666666,321.0649894232215
0.0,741721487,0.0,15508.56,793.8514678899058,1235.9123825388733
0.0,250712724,0.0,1444.97,314.59857142857146,572.7877153718928
0.0,717098958,0.0,10325.19,1525.8841025641032,1911.655376335076
0.0,844172927,0.0,9287.39,1217.4473746312683,1689.7212349721676
0.0,662180431,0.0,14135.31,3895.77505681818,2562.1470579438414
0.0,280010748,0.0,20747.2,1463.319512195122,3248.4183095538597
0.0,7846491475,1969.68,8369.0,4335.04,2747.0554734686893
0.0,15412852,0.0,22451.48,5918.263544303798,5168.577997708857
0.0,1025737913,0.0,0.0,0.0,0.0
1.0,262652281,0.0,3982.62,429.99621428571425,876.30830019333
1.0,23184105,0.0,11248.44,1594.9263571428571,2453.655936654412
1.0,30481504,0.0,10619.73,1881.767301587301,2320.8139563545938
1.0,633560133,0.0,2502.04,1527.334,1099.736363641557
1.0,250700083,0.0,13688.79,2265.5094666666664,3167.011610449405
1.0,932576493,0.0,4921.06,1154.8216666666667,2012.2969447714884
1.0,359093566,0.0,9983.93,3052.5664285714292,3030.2192955751007
1.0,653974967,0.0,6323.76,2438.04,3401.37004326198
1.0,97792969,0.0,2511.22,514.0466666666666,807.9742860471076
1.0,95663544,0.0,6803.8,1094.6865384615385,1788.9925966038927
1.0,250711120,0.0,7867.59,2183.8242105263157,2702.8471654315354
1.0,670610249,0.0,2969.16,962.8237142857143,1012.1929990462053
1.0,250720871,0.0,5214.0,1888.2746511627906,1200.2072202636882
1.0,736421288,0.0,5102.38,1202.7544897959183,844.4496156670658
1.0,359095602,0.0,2088.19,463.31399999999996,711.7002929323551
1.0,1210315343,0.0,10465.79,4661.657142857142,3605.1772518281127
0.0,633562896,1576.73,7186.14,3805.734,2143.0263187164614
0.0,95663418,0.0,16256.44,3333.031857142858,3237.491892038754
0.0,cluster_2112647756_250710793_574811714_6448365863_,0.0,14020.65,2025.6166447368435,2313.1536039424
0.0,10972565,0.0,1357.32,492.9382352941177,423.4010831681246
0.0,23183970,0.0,14735.54,2093.1160088888864,2978.280683046778
0.0,23184198,0.0,12519.94,1552.4369942196531,2512.5462915405033
0.0,250708690,0.0,19217.44,2650.2946762589936,3072.8583453356564
0.0,353746445,1482.92,7249.04,3853.5725,2664.327191011698
0.0,355612948,0.0,6409.99,983.2528571428572,1612.5917773266203
0.0,298304232,0.0,3064.11,874.5604424778754,516.5250861299781
0.0,359095231,0.0,7701.67,1572.9199999999998,2554.328929987567
0.0,251144044,8328.66,8328.66,8328.66,
0.0,844173297,0.0,602.89,301.445,426.3076073095576
0.0,2278961368,0.0,750.91,250.3033333333333,433.5380906371819
1.0,97788871,0.0,13530.91,2650.6444117647056,3328.301162885018
1.0,353747118,0.0,10286.84,1041.9765555555564,1214.703894247861
1.0,651939713,740.72,7768.75,3660.727777777778,3191.097443552053
1.0,97839357,598.15,8846.08,3731.364,3644.7791914778595
1.0,632243485,0.0,9843.5,3343.7607142857137,3096.4698250190163
1.0,7519523786,0.0,0.0,0.0,0.0
1.0,818127970,2321.38,9522.27,5624.409,2413.2865580938924
0.0,573760699,0.0,16723.28,3538.6850833333333,3676.168605041912
0.0,35093806,0.0,13386.47,4475.4409259259255,3582.5961177768027
0.0,7214467394,0.0,7329.9,1890.6359154929576,1682.6471732859993
0.0,384593010,0.0,12771.45,2028.8856666666672,3395.4940219534274
0.0,702079448,0.0,12077.67,4216.067936507936,3936.096122003591
0.0,1137831792,0.0,863.52,229.85999999999999,394.03631457011676
0.0,250720873,0.0,2857.08,1428.54,2020.2606423924612
0.0,250710210,0.0,3701.9,924.0555555555555,1280.7870201375317
0.0,653974958,0.0,9755.25,3574.799166666666,3124.2029915701073
0.0,1101347640,0.0,12105.99,1961.4243373493948,2495.2719488783196
0.0,300401175,0.0,4416.57,629.4103448275863,924.2226258339751
0.0,222897512,0.0,9435.51,3579.2519999999995,2541.371550118383
0.0,305144133,0.0,747.17,124.52833333333332,305.03087518588455
0.0,881519850,0.0,6266.51,1528.9710344827586,1942.855060108236
1.0,175509062,0.0,12924.88,2236.9266666666663,2907.0334904389533
1.0,23182798,0.0,3392.08,932.7578207739292,645.9086118300804
1.0,347276812,0.0,11153.75,1871.7068120805366,2492.783635426349
1.0,251133912,0.0,3164.77,383.3051587301587,552.1983694879718
1.0,896087076,0.0,2400.67,423.1823684210526,577.064554538788
1.0,651948521,0.0,7657.44,1558.58,2570.39942821011
1.0,30481514,0.0,12946.73,2282.2416494845365,2987.143233468101
1.0,650854059,852.55,8657.43,3724.101481481481,2546.8143161690987
1.0,250713506,0.0,6164.7,2445.4895454545454,2113.9629478022393
1.0,300400246,0.0,1318.74,593.8666666666667,669.0596811446146
1.0,23216419,0.0,9153.85,2155.0747761194025,2211.395552572503
1.0,98303814,570.99,9607.27,4009.8500000000004,3171.9227921940346
1.0,101539904,0.0,2380.78,1394.7127272727273,823.6492353798541
1.0,95663545,0.0,3699.68,972.3756521739131,855.5008029634726
1.0,1063569623,0.0,16692.74,4032.103030303031,4119.359706213822
1.0,251110759,3369.27,7226.99,5591.6759999999995,1509.6037593951594
1.0,10976428,0.0,3376.42,1206.7954545454547,1079.4047119272436
1.0,23199949,0.0,2994.49,1254.0064864864867,1074.8250419208189
0.0,61072226,0.0,10963.41,1695.7799632352937,2157.23282514208
0.0,307734997,0.0,14022.31,1716.983690851732,2472.77568919043
0.0,359094628,0.0,14221.31,3409.3501111111113,3351.5944595631117
0.0,251137651,0.0,10370.2,3774.3682352941178,3000.0617785310446
0.0,251133915,0.0,1759.97,180.2086666666667,435.0977181541964
