time_period,parse_lane_name(vehicle_lane),min(vehicle_PMx),max(vehicle_PMx),avg(vehicle_PMx),stddev(vehicle_PMx)
0.0,250713287,0.1,0.62,0.36,0.36769552621700474
0.0,250714051,0.01,7.17,0.8420370370370371,1.445944725619127
0.0,44463540,0.0,4.39,1.5975,1.5550038445359997
0.0,66868059,0.0,2.59,0.6719718309859155,1.0047638240165266
0.0,966013902,0.0,3.91,0.9233333333333332,1.3408739154532232
0.0,61093639,0.0,4.39,0.5080841121495318,1.0394037530748172
0.0,23182767,0.0,7.88,0.5850000000000003,1.4618694254941413
0.0,49864483,0.0,0.23,0.08549999999999999,0.07500701721558421
0.0,525503454,0.0,0.01,0.005,0.005477225575051661
0.0,68612565,0.0,0.06,0.009999999999999998,0.020701966780270628
0.0,52493437,0.0,4.79,2.2562499999999996,1.3904971262338217
0.0,617806824,0.0,0.0,0.0,
1.0,717120664,0.0,5.73,1.1325783972125432,1.6346408386186673
1.0,52493354,0.0,5.17,0.27901785714285704,0.793854563403896
1.0,909208929,0.0,2.73,0.15828947368421045,0.48069702073803633
1.0,251144773,0.0,0.48,0.1141666666666667,0.14550590949157255
1.0,251137589,0.0,3.2,0.35055555555555556,0.7713812837808034
1.0,33878323,0.0,3.43,0.4580357142857143,1.0055526199202962
1.0,824855242,0.0,2.21,0.27038461538461533,0.6818063113185783
1.0,803870833,0.0,3.91,0.8744444444444445,1.441711491992691
1.0,998311565,0.0,0.86,0.09533333333333334,0.2164937038565413
0.0,250692063,0.0,6.62,1.3388235294117647,2.015167136551034
0.0,68612589,0.0,0.62,0.28250000000000003,0.2360841254420006
0.0,8446047162,0.0,5.08,0.8622471910112365,1.334241148528365
0.0,359095614,0.0,4.06,0.691111111111111,1.4350038714620634
0.0,8484977584,0.0,3.52,0.4659090909090908,1.0290824953525421
0.0,734382122,0.02,5.42,1.1196153846153847,1.7699573070496024
0.0,790308477,0.0,5.62,0.6409565217391304,1.4380048153501612
0.0,384593008,0.0,3.3,1.4637499999999999,1.2384891429249014
0.0,62330706,0.0,0.17,0.04866666666666668,0.05302786081852168
0.0,95663501,0.28,1.6,0.9400000000000001,0.9333809511662428
0.0,234000634,0.14,0.39,0.23000000000000004,0.09746794344808962
0.0,242134,0.0,0.06,0.03363636363636364,0.026934263410283665
1.0,23216679,0.0,5.55,0.36432098765432025,0.9345815822430317
1.0,250710162,0.0,0.1,0.018750000000000003,0.03720119045714224
1.0,8253823131,0.0,0.14,0.08333333333333333,0.07371114795831994
1.0,250663757,0.0,4.79,0.38153846153846155,1.3249078342400913
1.0,250920978,0.0,6.23,0.9309523809523812,1.6940747920093904
1.0,601293993,0.0,0.07,0.014545454545454545,0.02296241989148198
1.0,633562897,0.0,0.13,0.06,0.06976149845485449
0.0,655213200,0.0,4.27,1.6181818181818182,1.7678055220064122
0.0,651185404,0.0,3.99,0.5829999999999999,1.1358845335109498
0.0,10972563,0.0,3.55,0.6125531914893617,1.107106428419729
0.0,300402610,0.03,4.07,0.7766666666666666,1.3048145113735168
0.0,219615781,0.0,0.24,0.09636363636363637,0.07159227992915539
0.0,584037841,0.0,0.05,0.025000000000000005,0.027386127875258306
1.0,23184216,0.0,5.47,0.703,1.4586086842194164
1.0,32015189,0.0,5.35,0.68296511627907,1.362022565219583
1.0,101357275,0.0,2.44,0.3452666666666666,0.7602151732369506
1.0,95663492,0.0,4.28,0.5429545454545454,1.1177585118929272
1.0,44463538,0.0,5.45,0.4684126984126985,1.3127933851502351
1.0,359094862,0.0,7.93,1.6010937500000002,2.164646030074172
1.0,1016179784,0.0,5.62,0.587910447761194,1.4304476278778302
1.0,355613012,0.0,3.38,0.371,1.0585362010289912
1.0,1118771576,0.0,6.33,1.3739999999999999,2.7737754054717554
1.0,7127124359,0.13,0.13,0.13,
1.0,650854054,0.0,0.0,0.0,0.0
1.0,11270494938,0.0,0.06,0.0275,0.032015621187164243
0.0,32015501,0.0,3.64,0.6722222222222222,1.364503369158334
0.0,250713286,0.0,0.68,0.183,0.2500688794001454
0.0,767331322,0.0,4.42,0.7315384615384615,1.5300754129227647
0.0,31767638,0.0,1.03,0.11447761194029853,0.15713614616177402
0.0,251144774,0.0,6.58,1.823333333333333,2.5616954021376803
0.0,23183369,0.0,5.58,0.9629374337221654,1.4239736734295976
0.0,483384217,0.0,0.33,0.07285714285714286,0.11996031089688035
0.0,355613297,0.0,2.17,0.5425,1.085
0.0,353767906,0.05,0.06,0.055,0.007071067811865472
1.0,2511789008,0.0,3.68,0.2454838709677419,0.6638908961716793
1.0,250692063,0.0,6.69,0.9818888888888886,1.8206523676131536
1.0,824855120,0.0,3.53,0.4892477876106193,0.9133882516916981
1.0,250920416,0.1,5.09,1.4600000000000002,2.1372044490742708
1.0,97788769,0.0,5.26,0.42000000000000004,1.3292758776771505
1.0,807999996,0.0,3.89,0.44899999999999995,1.124553244626505
1.0,251136124,0.0,2.62,0.2805454545454547,0.7126877093396315
1.0,1303525246,1.12,4.33,2.725,2.2698127676088173
1.0,901261053,0.0,0.25,0.10718750000000002,0.08053187607721635
0.0,250712162,0.04,5.03,1.2650000000000001,2.1309354082856937
0.0,250706436,0.0,0.08,0.02,0.02696799449852968
0.0,23184195,0.0,5.98,0.3999397590361445,1.2642566372512665
0.0,299500104,0.0,6.04,0.6486466165413515,1.3098895351449737
0.0,250712716,0.0,4.34,0.8468749999999996,1.2666476901521362
0.0,909645108,0.0,6.63,1.2850877192982457,1.8323834233110334
0.0,704135432,0.0,3.92,1.0112,1.5161857845703914
0.0,359095693,0.0,0.14,0.050833333333333335,0.04737823307909414
1.0,250920320,0.0,5.69,0.9235271903323244,1.0100607392216412
1.0,222942436,0.0,5.43,0.5781675392670145,1.182000183341771
1.0,250663596,0.0,4.96,0.58640625,1.1797909426280093
1.0,327261700,0.0,2.85,0.12787119856887322,0.40442659688669014
1.0,250921080,0.0,4.55,1.2116666666666667,1.9012986789735764
1.0,651968870,0.0,4.13,1.7328571428571427,2.10057701823185
1.0,101516440,0.0,2.93,0.31761904761904763,0.7753315726958677
1.0,363391934,0.0,4.31,0.4393333333333333,1.221219920914368
1.0,355615343,0.0,0.0,0.0,
0.0,327261700,0.0,2.95,0.4962424242424231,0.8792481208085157
0.0,818127958,0.0,0.82,0.16399999999999998,0.3667151483099655
0.0,249601206,0.0,5.58,0.6580219780219757,1.2765610915693666
0.0,23216663,0.0,5.03,1.9623529411764706,1.9328046176061282
0.0,222897513,0.0,6.6,0.5973557046979755,0.9880045845361538
0.0,917870261,0.0,2.12,0.39744444444444427,0.7430782636221204
0.0,250711115,3.62,4.1,3.86,0.3394112549695425
0.0,601290886,0.0,0.16,0.04249999999999996,0.03933660408643116
0.0,295024096,0.0,1.04,0.0856382978723404,0.17304706619776095
0.0,1303525246,0.12,0.12,0.12,
0.0,482856909,0.0,0.04,0.025,0.019148542155126763
1.0,972690968,0.0,5.44,1.0966766467065867,1.6699357228804002
1.0,353767804,0.0,7.92,1.2411363636363637,2.516942789224326
1.0,250663746,0.0,6.34,0.9004545454545453,2.034489469768129
1.0,250700248,0.0,3.74,0.32022556390977447,0.7768823339841674
1.0,31767637,0.0,5.64,0.8358757062146895,1.4759105226357436
1.0,807999627,0.0,0.08,0.03897435897435898,0.02945066095182458
1.0,97846089,0.0,3.76,0.6285714285714284,1.385729995001775
1.0,353769800,0.0,0.0,0.0,0.0
1.0,86547349,0.0,3.52,1.798823529411765,1.4320391158804864
1.0,353771656,0.0,2.33,0.43249999999999994,0.8809199736638965
1.0,678788074,0.0,2.01,0.6905555555555556,0.9544907618091883
1.0,651939717,0.03,0.03,0.03,
0.0,251144770,0.0,8.48,0.4988571428571428,1.562528184424893
0.0,23182775,0.0,0.18,0.09428571428571429,0.05652643713553946
0.0,299658207,0.0,5.72,0.2779553903345706,0.876464181064531
0.0,250704638,0.0,3.55,0.6120833333333334,1.12612866944317
0.0,31767621,0.0,6.06,1.3850724637681162,1.8971484973882173
0.0,251110754,0.0,0.18,0.12571428571428572,0.06373307431706682
0.0,3879024943,0.15,1.97,1.3299999999999998,0.8238122763510305
0.0,219617986,0.0,0.2,0.03363636363636364,0.06561596258117795
1.0,741245823,0.0,7.8,1.1270838252656437,1.9296634577928102
1.0,359094908,0.0,5.48,0.6383333333333335,1.389313826247122
1.0,651185403,0.0,0.08,0.02584474885844748,0.026259006446298194
1.0,264095736,0.0,5.06,0.3586666666666668,0.9903285567964322
1.0,653974966,0.0,3.71,1.1516666666666666,1.5660827409543696
1.0,2660166908,0.0,3.03,0.2311538461538461,0.747333001669681
1.0,762793106,0.0,6.93,0.7016666666666663,1.4902057831827333
1.0,444374147,0.0,5.85,0.7253744493392074,1.419565624656749
1.0,51249544,0.0,5.54,0.5020224719101126,1.2511736228519241
1.0,23216541,0.0,2.31,0.4060227272727273,0.8046863307581972
1.0,377996994,0.0,5.27,0.8362264150943396,1.686507801089274
1.0,10976008,0.0,0.07,0.02,0.0282842712474619
1.0,601294006,1.96,3.97,3.036666666666667,1.0126368220311432
1.0,966013902,0.0,0.07,0.018571428571428572,0.02574601217387157
0.0,1992372760,0.0,3.86,1.0811764705882352,1.5705169624718367
0.0,250712701,0.0,0.12,0.06,0.08485281374238571
0.0,359095613,0.0,4.21,0.7199999999999998,1.5094309584018137
0.0,917870258,0.0,3.25,0.36906249999999985,0.8467511635036216
0.0,31620199,0.0,2.67,0.20363984674329494,0.6054853175682674
0.0,300401862,0.0,4.87,0.6573076923076923,1.4263956188724298
0.0,391433166,0.0,6.16,1.5646666666666662,2.089524304281196
0.0,251110759,0.11,0.11,0.11,
0.0,652688299,0.0,8.77,1.127777777777778,2.454814131110674
0.0,632242186,0.38,0.38,0.38,
1.0,97846073,0.0,5.86,1.0306639004149376,1.5447884075388414
1.0,250709317,0.0,7.51,0.36766666666666664,1.3878985048940018
1.0,315709444,0.0,3.78,0.22563176895306877,0.7195041933195857
1.0,4458922832,0.0,6.81,0.48426666666666657,1.4116093684192554
1.0,336341771,0.0,4.25,1.0465789473684213,1.4807125317586025
1.0,790308478,0.0,5.07,1.092,2.2250325840310747
1.0,388172083,0.0,0.13,0.07666666666666667,0.06806859285554046
0.0,101259304,0.0,4.69,0.622625,1.2158986297582959
0.0,741087756,0.0,7.92,1.2099107142857142,2.044916128827347
0.0,652688301,0.0,6.5,1.3712820512820514,2.1462221147220517
0.0,250699359,0.0,4.72,0.7120370370370371,1.358765767095415
0.0,251136510,0.0,2.83,1.3285,1.2606484338165858
0.0,167920360,0.0,5.82,1.122406015037594,1.8126366825687514
0.0,286067598,0.0,8.38,1.4014376130198887,2.241864167377927
0.0,11031665,0.0,0.12,0.028571428571428574,0.035918099756388704
0.0,32015537,0.0,0.28,0.07651162790697674,0.06927803613082552
0.0,23183366,0.0,4.44,0.41208737864077627,0.7879587782556701
0.0,90533474,0.0,5.63,1.1228571428571432,1.8155123941896463
0.0,359096263,0.0,0.08,0.013333333333333334,0.032659863237109045
0.0,66867998,0.0,0.17,0.06999999999999999,0.06298147875897062
1.0,97846101,0.0,6.2,1.483625,2.1414878559874606
1.0,220516702,0.0,0.17,0.05710526315789475,0.056084294411703234
1.0,361401015,0.0,4.88,0.8440816326530612,1.5325930074649996
1.0,355614093,0.0,2.38,0.476,1.0643683572898999
1.0,250663734,0.0,4.42,0.9899999999999999,1.3810339973949897
1.0,41806639,0.04,4.06,2.307272727272727,1.788894020947529
1.0,68612576,0.0,4.65,0.3642241379310344,1.037073768590861
1.0,51102924,0.0,5.69,0.7544444444444446,1.5067494382716065
1.0,3894328960,0.0,0.39,0.06428571428571428,0.10478654388908808
1.0,250704638,0.0,8.02,0.8241379310344827,1.552358742318213
1.0,295081889,0.0,3.34,2.2624999999999997,0.724895394752466
1.0,907181175,0.0,2.34,0.36920000000000003,0.7861276287274533
1.0,634244587,0.0,0.11,0.026842105263157896,0.030921519220070564
1.0,50005006,0.0,0.2,0.09,0.06542170893518451
0.0,251144999,0.0,0.1,0.032,0.040865633483405106
0.0,482987489,0.0,6.85,0.9636457505957028,1.093612385303114
0.0,49748053,0.0,0.01,0.00368421052631579,0.004955946277833521
0.0,286070640,0.0,1.37,0.22789473684210532,0.33746397521238486
0.0,359094241,0.0,6.82,0.896578947368421,1.7329093476052178
0.0,353767087,0.0,0.0,0.0,
0.0,664511607,0.0,0.24,0.0625,0.07887603293414655
0.0,916426355,0.0,0.07,0.03117647058823531,0.027387755047825934
1.0,299498425,0.0,3.99,0.6320524017467253,1.0378349921477035
1.0,169130600,0.0,5.71,0.4568907563025209,1.204071305323593
1.0,250711248,0.0,7.26,0.5796428571428571,1.6654850970409816
1.0,355614705,0.0,4.77,0.7825675675675678,1.3170578052976156
1.0,300395140,0.0,4.29,0.40090909090909094,1.1012240336527224
1.0,98350968,0.0,4.05,0.7642499999999999,1.3421755922802427
1.0,865301642,0.0,2.75,1.2375,1.4464756018221208
1.0,687830215,0.0,6.84,0.5936363636363636,1.6538023877302686
1.0,27790954,0.0,0.18,0.06857142857142857,0.07819389819088005
1.0,1431401012,0.0,0.0,0.0,0.0
1.0,3458963093,0.09,0.24,0.18,0.0668331255192114
1.0,23216612,0.0,5.45,1.8320588235294115,2.0563026239548066
1.0,636484888,0.0,2.42,1.4884210526315789,1.0438990114943258
1.0,807999990,0.0,2.39,0.39611111111111114,0.8323823986103622
0.0,98350950,0.0,3.25,0.850952380952381,1.2595471597439485
0.0,359095352,0.0,4.43,0.8147368421052632,1.4150475783954428
0.0,250663596,0.0,3.89,0.5673584905660378,1.1407945121769576
0.0,250700083,0.0,5.66,0.3016129032258065,1.0011629796531416
0.0,7878279511,0.0,2.32,0.37428571428571417,0.8584260236591374
0.0,302575703,0.0,4.65,0.6047619047619037,1.1116752603609026
0.0,250699984,0.0,0.0,0.0,
0.0,634348427,0.07,0.18,0.1,0.05354126134736335
1.0,741245822,0.0,4.27,0.39060052219321123,0.9182471208489915
1.0,661080463,0.0,4.19,0.7292626728110592,1.1497301663921973
