time_period,parse_lane_name(vehicle_lane),min(vehicle_NOx),max(vehicle_NOx),avg(vehicle_NOx),stddev(vehicle_NOx)
1.0,251144771,0.0,5.86,1.96375,2.2975759741829775
1.0,336340433,0.0,2.95,0.859090909090909,0.9941172420339016
1.0,10972563,0.0,3.0,0.7315384615384615,0.9972449227233177
0.0,23217626,0.0,287.57,80.41889763779527,90.89515117272023
0.0,824837239,0.0,262.35,18.429375000000007,65.05869518814018
0.0,359094098,0.0,194.98,30.516399999999997,65.97214297716879
0.0,359095285,0.0,282.67,30.683142857142858,78.84149112101365
0.0,97834697,0.0,0.0,0.0,0.0
0.0,651948525,0.0,197.53,46.179666666666655,75.18966062832243
0.0,23182798,0.0,278.31,34.100253164556946,65.51069052312754
0.0,23184108,0.0,274.45,54.786562499999995,91.7642477856893
0.0,81783130,0.0,1.06,0.1108,0.27375353878991227
0.0,251136320,0.0,167.85,7.155890410958903,28.81645164926609
0.0,250699982,0.0,147.3,15.903,38.66535718126829
0.0,972690969,0.0,459.89,37.76902985074627,107.60127586708563
0.0,353792192,0.0,101.86,9.018225806451609,24.84097167684499
0.0,355614382,3.01,3.01,3.01,
0.0,2287255821,0.0,0.0,0.0,
1.0,286070637,0.0,398.86,20.59515501742763,35.2688815838157
1.0,45879106,0.0,86.21,27.558350515463925,35.697800343077056
1.0,653974958,0.0,187.92,74.312,79.86962790837467
1.0,168725546,0.0,268.13,15.056708860759494,56.173790145279916
1.0,250920242,0.0,257.53,25.835555555555526,48.47794835500297
1.0,251135669,0.0,2.83,0.5894444444444445,0.9161715240269742
1.0,634252646,0.0,283.68,16.25853191489361,51.87905654983629
1.0,359095409,0.0,205.48,32.35909090909091,68.98004689104603
1.0,1214975690,0.0,4.68,1.5714285714285714,1.5784716839851314
1.0,338770292,0.0,4.82,1.1765236051502097,0.3285789945970302
1.0,363391832,0.0,137.31,35.0825,52.93873974613573
1.0,251136501,0.96,156.74,33.010000000000005,69.17115800678776
1.0,807999952,0.0,1.24,0.5775,0.6704413968921271
0.0,359095055,0.0,2.88,1.194,1.2622123434668193
0.0,250922421,0.0,271.97,19.345897435897434,61.926277252108356
0.0,824855344,0.0,268.21,30.727777777777774,89.07450193205935
0.0,807999990,0.0,83.15,8.042857142857143,22.384199926492936
0.0,1053955140,0.0,137.29,7.007111111111116,23.641401675280232
0.0,632323820,1.54,3.36,2.4033333333333333,0.9135826910210882
0.0,10741726,0.0,4.23,1.4242857142857144,1.103607471227633
0.0,952120232,0.0,315.51,67.76875,123.97142636655086
0.0,11271557478,0.0,2.11,0.915,1.0810026210267332
0.0,50033294,0.0,3.36,0.86875,1.3148529702340614
0.0,353749537,0.0,141.24,70.62,99.87176177478798
0.0,250921487,0.0,0.0,0.0,
0.0,32015581,0.0,3.3,2.378,1.371356992179644
1.0,251110788,0.0,291.01,88.7836842105263,104.59744309656514
1.0,901261052,0.0,123.56,8.0340625,27.896613837684157
1.0,250691739,0.0,354.87,34.028114754098354,75.6766279228392
1.0,31616871,0.0,270.25,40.022884615384626,76.67570078920595
1.0,7232153327,0.0,253.24,40.462105263157895,83.66894655169085
1.0,251134802,1.51,1.51,1.51,
1.0,687921114,0.41,104.23,33.882,47.310932880255066
0.0,1146031225,0.0,122.34,5.270890052356041,16.929862812461664
0.0,299625043,0.0,301.09,52.6194680851064,95.64668046858844
0.0,250700339,0.0,312.65,38.570297619047615,67.94503267480528
0.0,355614986,0.0,0.94,0.188,0.42038077976996047
0.0,10976954,0.0,459.08,48.63467936507891,94.90244931255948
0.0,66867992,0.0,1.35,0.3066666666666667,0.3802511132014068
0.0,776858694,0.0,190.02,20.884545454545457,52.07144539931676
0.0,353788274,0.0,80.48,13.700909090909091,29.581454140912495
0.0,911038413,60.75,155.8,109.856,30.659515905433928
0.0,251144202,0.0,0.0,0.0,
1.0,917870262,0.0,138.81,12.886410256410255,24.933237101915257
1.0,359093551,1.85,180.94,46.47352941176471,70.00364764878665
1.0,250691793,0.0,385.32,46.98982758620689,101.4572883859825
1.0,962356608,0.0,215.08,16.173999999999996,55.04948264970346
1.0,250720652,0.0,108.68,23.243478260869566,39.802401778683894
1.0,215710662,0.0,256.89,44.26125,80.74669641030624
1.0,2296239317,6.98,313.54,141.91750000000002,158.62618160841757
1.0,844618179,0.0,1.71,0.5979310344827585,0.6368750679817422
1.0,62330706,0.0,294.44,29.950365853658546,63.81055722476488
1.0,251144201,0.0,0.0,0.0,0.0
1.0,972690969,0.0,475.25,39.05307042253522,101.79773385039287
0.0,97839373,0.0,2.16,0.6763636363636364,0.8272517479857354
0.0,52493354,0.0,344.97,19.157662835248978,52.907726623242205
0.0,97788957,0.0,239.29,24.123076923076916,64.236059578354
0.0,599115098,0.0,303.74,31.245333333333335,86.24963443952896
0.0,52493581,0.0,271.5,77.99310344827585,103.29006770475658
0.0,50033422,0.0,184.53,11.739141274238222,34.07762684232847
0.0,97846082,0.0,327.06,86.54810810810814,127.38023703851388
0.0,250663829,0.0,245.56,70.90750000000001,103.89055707810985
0.0,661080036,0.0,3.4,1.2349999999999999,0.737455585605493
0.0,359094903,0.0,134.66,53.15999999999999,71.7385220784482
1.0,31616993,0.0,239.53,26.501300000000004,55.771794646495906
1.0,233993890,0.0,3.13,0.9234615384615383,1.0666018650187794
1.0,353788273,0.0,87.27,26.648947368421048,35.380905536859665
1.0,353749485,0.0,312.55,67.90117647058824,107.67972974766148
1.0,650854063,0.0,306.62,23.89,84.95680745727992
1.0,653973064,0.0,267.14,7.495000000000001,39.73144405642098
1.0,32015470,0.0,241.72,33.13544444444444,71.49720962829046
1.0,1174430614,0.0,207.54,19.837868852459028,36.75102248531116
1.0,353749599,0.0,263.2,48.31666666666667,76.27550998537743
1.0,353767052,0.0,265.43,39.86538461538461,81.24105757578732
1.0,359095434,0.0,0.8,0.05714285714285715,0.2138089935299395
1.0,807999510,0.0,198.57,99.285,140.41019354021273
1.0,94573606,0.0,265.4,31.119437751004018,53.615707117248775
1.0,250920415,0.0,252.7,43.25666666666667,102.6342754963792
1.0,251082919,0.0,275.86,91.95333333333333,159.26784525865017
1.0,95663419,0.0,261.12,60.52583333333333,107.89081167873827
1.0,355613815,1.72,169.95,48.55428571428571,77.72401663517373
1.0,251136509,3.11,208.22,127.27333333333335,109.17091294540562
1.0,95663499,0.0,4.78,2.4457142857142853,1.7588532727788395
1.0,793286650,0.0,170.75,12.045210084033615,34.2418251000776
1.0,636505575,0.0,208.25,35.39260869565217,68.16759808918759
1.0,49747810,0.0,4.07,2.2033333333333336,1.4758681061215013
1.0,633562904,0.0,0.46,0.23,0.3252691193458119
0.0,260124785,0.0,370.2,45.662575757575766,100.11346873669982
0.0,51249660,0.0,142.91,7.363199999999999,28.525114136314972
0.0,97789184,0.0,258.06,26.682173913043474,69.90906846861999
0.0,807999960,0.0,86.25,17.894444444444442,35.018560475521795
0.0,98350931,0.0,4.99,1.2880645161290323,1.5296960361400391
0.0,8331032555,0.0,2.03,0.2680952380952381,0.5433196025142021
0.0,250920415,0.0,330.73,171.67428571428573,161.24440929400134
0.0,224816435,0.0,4.7,1.418529411764706,1.4543959119874148
0.0,101357275,0.0,89.96,21.469714285714293,33.39029996343776
0.0,299502759,0.0,211.09,18.601384615384617,42.325454437789375
0.0,2511789008,0.0,4.26,1.937169811320755,1.0625158412547415
0.0,96038783,0.0,201.01,41.37676470588235,61.30822366710428
0.0,916426357,0.0,1.34,0.842,0.5332005787157936
1.0,355615622,0.0,198.33,40.362857142857145,75.70489948869496
1.0,250706958,0.0,281.44,15.335156249999997,48.55237551581968
1.0,909645108,0.0,422.52,20.487282608695644,55.34622839287431
1.0,10976429,0.0,246.88,38.143278688524596,74.69651655691652
1.0,660260257,0.0,217.57,45.04129999999999,64.81995767072317
1.0,751911373,0.0,148.4,15.315236220472446,32.777369864594405
1.0,169130585,0.0,384.45,48.363444444444454,99.76601664277543
1.0,284240117,0.0,60.8,5.212968750000001,16.221323642768034
1.0,51249393,0.0,4.88,1.418125,1.6340388357278008
1.0,971719836,2.3,304.33,66.31078431372549,103.93074187829387
1.0,23217624,0.0,225.99,33.16553571428572,66.44689321472909
1.0,1458642387,0.33,1.14,0.8533333333333334,0.45390894828515255
0.0,741721487,0.0,355.47,6.000458715596342,29.27249135234336
0.0,250712724,0.0,1.92,0.35714285714285715,0.7222583629541044
0.0,717098958,0.0,245.65,16.444871794871748,48.017032710341844
0.0,844172927,0.0,222.61,21.3810029498525,46.12764218499932
0.0,662180431,0.0,327.28,31.469375,69.80639826717686
0.0,280010748,0.0,469.0,14.356097560975611,73.85108312943179
0.0,7846491475,2.68,203.28,71.7675,94.98926010720521
0.0,15412852,0.0,505.02,76.370253164557,133.1718565784471
0.0,1025737913,0.0,0.0,0.0,0.0
1.0,262652281,0.0,102.78,5.299142857142855,20.70279592162012
1.0,23184105,0.0,265.53,26.23435714285711,62.83520684304477
1.0,30481504,0.0,250.61,24.008888888888887,57.52200020475257
1.0,633560133,0.0,70.68,8.822000000000001,21.78249745909673
1.0,250700083,0.0,317.72,26.32893333333333,77.04996509063758
1.0,932576493,0.0,6.69,1.5200000000000002,2.7128803880746384
1.0,359093566,0.0,236.77,48.33142857142858,84.2872567897595
1.0,653974967,0.0,160.14,53.73,92.15525866709939
1.0,97792969,0.0,73.76,4.024761904761905,16.00301803381088
1.0,95663544,0.0,167.84,13.592692307692309,45.37278554884567
1.0,250711120,0.0,186.81,36.231052631578955,70.68665211848202
1.0,670610249,0.0,3.7,1.1820000000000002,1.2671942141876233
1.0,250720871,0.0,135.97,18.807441860465122,39.41564440996102
1.0,736421288,0.0,60.76,31.34510204081633,30.04527383261585
1.0,359095602,0.0,2.84,0.526,0.911789449379625
1.0,1210315343,0.0,246.86,69.25571428571429,108.03787247031518
0.0,633562896,2.13,176.52,70.40866666666665,77.14098955499476
0.0,95663418,0.0,372.66,39.82464285714286,79.42549998629515
0.0,cluster_2112647756_250710793_574811714_6448365863_,0.0,324.3,17.82868421052631,57.65563243864052
0.0,10972565,0.0,1.65,0.49411764705882344,0.47630162218295835
0.0,23183970,0.0,340.14,33.55153777777772,72.38242334372352
0.0,23184198,0.0,292.5,21.177398843930646,62.117427306444334
0.0,250708690,0.0,435.23,37.658057553956844,79.809476707259
0.0,353746445,1.99,178.71,67.1425,89.07525289647752
0.0,355612948,0.0,161.92,13.555238095238096,41.602724744786556
0.0,298304232,0.0,71.34,11.088495575221245,22.4763290882253
0.0,359095231,0.0,183.15,23.622500000000002,64.4636182553495
0.0,251144044,197.22,197.22,197.22,
0.0,844173297,0.0,0.7,0.35,0.49497474683058323
0.0,2278961368,0.0,1.01,0.33666666666666667,0.5831237718815221
1.0,97788871,0.0,309.13,31.27235294117648,83.55761104766499
1.0,353747118,0.0,243.92,5.508999999999994,29.73387091250214
1.0,651939713,0.91,188.89,75.65222222222222,89.53186622339805
1.0,97839357,0.66,213.19,74.526,102.04155834756739
1.0,632243485,0.0,235.53,46.64642857142858,88.68509506260754
1.0,7519523786,0.0,0.0,0.0,0.0
1.0,818127970,3.07,228.28,109.258,92.29601421513283
0.0,573760699,0.0,382.46,63.4165,96.13561124261706
0.0,35093806,0.0,311.07,63.66925925925927,103.27814508298754
0.0,7214467394,0.0,181.78,28.783943661971826,51.5920101089548
0.0,384593010,0.0,296.58,18.805444444444422,65.73467858673513
0.0,702079448,0.0,283.36,92.93539682539686,100.609183967674
0.0,1137831792,0.0,1.08,0.29000000000000004,0.49668903752750576
0.0,250720873,0.0,3.79,1.895,2.6799347006970153
0.0,250710210,0.0,4.92,1.248888888888889,1.7136907863179724
0.0,653974958,0.0,233.62,53.21750000000001,92.5478535800411
0.0,1101347640,0.0,283.76,47.07807228915663,64.07688246918947
0.0,300401175,0.0,116.33,4.607241379310345,21.49978486546048
0.0,222897512,0.0,5.85,3.435,1.8203006467186802
0.0,305144133,0.0,0.94,0.15666666666666665,0.38375339303603123
0.0,881519850,0.0,150.74,17.263103448275864,43.58786127741205
1.0,175509062,0.0,301.17,44.25206349206348,74.69004909220831
1.0,23182798,0.0,4.63,1.2864562118126235,0.8670353355421463
1.0,347276812,0.0,262.23,29.97322147651008,64.72567496510297
1.0,251133912,0.0,87.99,2.840555555555556,13.64514432642209
1.0,896087076,0.0,69.39,2.268421052631579,11.199057278451223
1.0,651948521,0.0,184.81,23.80125,65.06399321053082
1.0,30481514,0.0,301.32,39.86752577319588,76.51925578417227
1.0,650854059,0.93,209.57,51.816296296296294,84.4292829326663
1.0,250713506,0.0,155.58,44.02000000000001,64.35098696841817
1.0,300400246,0.0,1.55,0.62,0.820182906430023
1.0,23216419,0.0,217.98,18.153134328358203,54.149722884904826
1.0,98303814,0.48,228.03,80.34833333333334,93.72004725066385
1.0,101539904,0.0,3.22,1.8709090909090913,1.0882412834059785
1.0,95663545,0.0,2.55,1.1147826086956523,0.8719720052075138
1.0,1063569623,0.0,381.61,53.42545454545454,110.96119786582238
1.0,251110759,4.58,179.57,101.128,87.79641319552866
1.0,10976428,0.0,4.62,1.5463636363636362,1.4881133643917674
1.0,23199949,0.0,4.08,1.6548648648648647,1.455051777661426
0.0,61072226,0.0,257.14,21.798823529411763,55.56616787124104
0.0,307734997,0.0,324.14,21.762334384858004,57.80033330333348
0.0,359094628,0.0,322.91,46.38522222222225,90.99004191999117
0.0,251137651,0.0,245.52,51.66147058823529,90.40564390173317
0.0,251133915,0.0,2.35,0.233,0.568580507143402
0.0,355613777,0.0,191.9,82.57954545454544,83.74662844541281
0.0,952048768,0.0,2.39,0.6208771929824561,0.7651570350069006
0.0,223601509,0.0,6.72,3.042333333333333,2.2053722546566137
0.0,635132981,3.33,3.33,3.33,
0.0,617806295,0.81,265.42,90.93666666666667,151.13453752644804
0.0,635442926,0.0,218.5,33.36571428571429,59.3413813937145
0.0,51102102,0.0,4.31,1.569,1.4032702406953028
0.0,251109741,0.0,0.83,0.27666666666666667,0.47920072342738934
0.0,1137831831,0.0,3.04,2.064,1.1966327757503552
0.0,295083399,0.0,7.09,2.110263157894736,1.8077352119409602
0.0,632289584,0.0,1.58,0.79,1.1172287142747452
1.0,299498426,0.0,296.26,49.640913978494616,88.51445387373484
1.0,251110826,0.0,120.65,25.36823529411765,44.05931034345836
1.0,31767615,0.0,182.71,21.866086956521738,55.39817774646074
1.0,10174555843,0.0,159.57,20.361666666666668,45.55246078241364
1.0,359094454,0.0,177.86,12.601875000000001,44.09480411095318
1.0,359096510,0.0,144.13,16.624444444444446,47.818267720378344
1.0,251109741,0.0,2.46,0.4342857142857143,0.9190367628275657
1.0,95663454,0.0,242.56,15.15829268292683,52.8947011950365
1.0,632342872,0.0,146.18,40.586,63.64135957762756
1.0,98303810,0.0,180.87,56.76125,80.9750263860055
1.0,51043106,0.0,249.91,27.436904761904763,67.64314831951626
1.0,653971690,0.0,1.64,0.5225,0.7746128065039978
1.0,250706414,0.0,147.04,32.16117647058824,57.7751453786956
1.0,97793030,0.0,87.04,4.733157894736842,19.93580978279805
1.0,66868022,0.0,86.63,14.792499999999999,30.916207507821305
0.0,50033102,0.0,104.23,11.05777777777778,30.805847908464994
0.0,10134034285,0.0,319.12,35.3013357400722,68.07891597804395
0.0,299510181,0.0,426.54,21.612098360655125,56.051340642740165
0.0,234440706,0.0,60.75,7.199090909090909,17.80630981115709
0.0,1058105332,0.0,434.64,41.93792,87.00810617049278
0.0,9487245293,4.97,310.83,107.26333333333332,176.29464238408758
0.0,250663835,0.0,321.58,44.24071428571428,93.0034490232474
0.0,353749679,0.0,0.76,0.19,0.38
1.0,259803255,0.0,368.36,21.363767705382426,65.68647217621943
1.0,353769722,0.0,288.96,26.285781249999957,38.47115567992876
1.0,cluster_2113408268_2113408287_2295084718_2295084719_,0.0,224.95,36.155508982035926,64.59258842240995
1.0,250711391,1.69,172.08,44.642500000000005,84.95939436970268
1.0,355613040,0.0,145.05,28.382142857142856,48.750256807732576
1.0,97839385,0.0,162.32,45.355384615384615,69.03925629854662
1.0,909651171,1.96,174.49,40.62684210526315,66.53844803759299
1.0,98303817,0.0,126.91,33.893846153846155,53.63411049858438
1.0,31620115,0.0,86.9,11.147657657657652,25.933060891279826
1.0,838747957,0.0,281.58,41.09428571428571,106.06843747586473
0.0,917870260,0.0,302.56,21.986823529411307,34.62623598386776
0.0,531626202,0.0,2.0,0.6560869565217391,0.6777351261265501
0.0,280010747,0.0,317.23,50.44492753623188,93.0493040499812
0.0,23182962,0.0,419.2,41.55723404255319,116.31240660024055
0.0,298744689,0.0,73.64,6.180000000000001,20.277362172301075
0.0,32015473,0.0,4.26,1.8446666666666667,1.4803226803961487
0.0,251144773,0.0,412.37,81.19782608695652,150.24853885105662
0.0,1458642528,0.0,1.6,1.0025,0.7136934449280962
0.0,68612586,0.0,1.35,0.5928571428571429,0.5836963496300354
0.0,790322283,1.08,1.8,1.44,0.5091168824543142
0.0,250920829,0.0,3.03,1.7733333333333334,1.4290369717633853
0.0,49749630,0.0,3.14,1.5061538461538464,1.0951829258282113
1.0,169544332,0.0,3.43,1.7280000000000002,1.1393058315385636
1.0,251136892,0.0,369.83,54.22948717948717,107.848467230372
1.0,251109478,0.0,0.0,0.0,0.0
1.0,818127954,0.0,0.0,0.0,0.0
0.0,1609088276,0.0,350.11,43.68428571428571,97.65558502059308
0.0,820368901,0.0,198.1,35.0016129032258,62.547811104614155
0.0,250712161,0.0,203.67,51.662499999999994,91.52896430716812
0.0,353746849,0.0,180.11,36.47861111111111,60.913720629042324
0.0,8445978241,0.0,332.09,27.450769230769247,82.00601997750292
0.0,632323805,0.39,2.5,1.5400000000000003,0.9753460924205315
0.0,250663734,0.0,240.83,15.795,46.29723283924676
0.0,6724746420,0.0,341.08,65.02600000000001,131.41648300135125
0.0,634248642,0.0,265.96,31.292844036697254,74.04936402922623
0.0,807999400,0.0,1.21,0.32545454545454544,0.4533732157144627
0.0,251136452,0.0,0.0,0.0,
0.0,704278581,0.0,4.41,1.5414285714285716,1.4910752813005432
1.0,10741747,0.0,352.94,19.083210550249994,32.99051991405889
1.0,52493441,0.0,346.49,58.117978339350174,100.69664123156426
1.0,97839372,0.0,163.75,23.825384615384618,57.164002019829546
1.0,219362015,0.0,281.03,33.31160606060603,61.24006984943346
1.0,250920664,3.58,145.16,94.35000000000001,78.79609952275557
1.0,661072058,0.0,2.73,0.7345911949685539,0.6618680335580738
1.0,250691570,0.0,252.35,50.249,103.02252477007153
1.0,749160929,0.0,1.2,1.0939130434782607,0.34527642589189295
1.0,840919438,0.0,199.23,61.03652173913043,78.47186030724038
0.0,32015475,0.0,240.81,33.888749999999995,78.02455111457184
0.0,359095483,0.0,266.92,72.27285714285715,91.55770332070719
0.0,2251695233,0.0,83.7,8.659,26.3823579310114
0.0,359095030,0.0,405.31,43.27803571428571,106.47761303621343
0.0,4458927009,0.0,291.91,42.32875000000001,62.82833259041843
0.0,762514801,0.0,7.52,1.4534351145038151,1.4350576353970361
0.0,972690317,0.0,8.86,1.4523148148148144,2.350817160164978
0.0,286067599,0.0,429.08,34.59492805755409,83.37394546432196
0.0,789796814,1.2,1.2,1.2,0.0
0.0,52493494,0.0,185.44,13.12390476190475,33.81434095966296
0.0,402402482,0.0,139.5,6.62442307692308,23.274191165778664
0.0,353768819,0.53,0.53,0.53,
1.0,998313582,0.0,200.4,51.903,83.30282975719105
1.0,634255222,0.0,303.6,14.060272727272723,47.887621682722596
1.0,250699613,0.0,389.06,30.91331521739129,63.414230619870914
