time_period,parse_lane_name(vehicle_lane),min(vehicle_NOx),max(vehicle_NOx),avg(vehicle_NOx),stddev(vehicle_NOx)
0.0,355614989,0.0,1.32,0.9025,0.6084063883074646
0.0,336342001,0.0,2.93,1.32,1.486371420607918
0.0,98350944,0.0,203.62,36.19712543554017,35.548802370996434
0.0,355615605,0.0,273.52,129.91750000000002,134.70681335509988
0.0,355613453,0.0,2.09,0.6263157894736842,0.6348421547152558
0.0,52493488,0.0,179.26,28.668082191780822,52.17304361070247
0.0,250691570,0.0,223.25,33.574285714285715,83.65360061131915
0.0,97846089,0.0,0.0,0.0,0.0
0.0,633562902,0.0,2.6,1.304,0.9358044667557427
0.0,23217624,0.0,176.71,43.84037037037037,59.19070674727718
0.0,250921486,0.0,0.0,0.0,0.0
0.0,353767798,0.0,1.38,0.62,0.7249827584156743
0.0,2879225651,0.81,1.22,0.9533333333333333,0.23115651263447742
1.0,402402482,0.0,150.65,25.80630102040817,42.441924573166716
1.0,844627879,0.0,414.42,53.48762711864408,91.10334293686677
1.0,299496933,0.0,299.41,52.68317757009343,82.51406114132433
1.0,10741763,0.0,266.98,26.13205357142857,67.1842407939553
1.0,175509069,0.0,236.53,12.880170454545457,43.66366009754148
1.0,355612724,0.0,188.98,55.72566666666667,77.86004883579668
1.0,355614986,0.0,1.67,0.66375,0.6786317642348989
1.0,359096480,1.33,270.89,39.48129032258065,85.17402987381914
1.0,31621981,0.0,88.34,3.5513461538461524,14.025313294714252
1.0,881725974,0.0,396.85,46.54700404858297,92.20314601406086
1.0,824855132,2.96,210.0,50.693749999999994,87.55113117283442
1.0,353771685,0.0,394.25,32.41,97.27956944173444
1.0,661080035,0.0,155.61,5.621977186311798,22.96868252625397
1.0,1040608909,189.69,189.69,189.69,
1.0,807999459,0.0,97.96,61.052499999999995,42.52581911811537
1.0,254731664,0.0,247.42,56.994878048780485,87.24449404180045
1.0,251136547,0.0,0.0,0.0,
0.0,659981101,0.0,4.37,0.9887499999999998,1.0160192721057622
0.0,365722346,0.0,3.67,1.129333333333333,1.3000410249936987
0.0,636746261,0.0,1.48,0.7047058823529413,0.5740353452010659
0.0,881725975,0.0,251.66,6.227540983606553,30.432585077259166
0.0,250707461,0.0,1.17,0.19499999999999998,0.47765049984271973
0.0,260124786,0.0,349.74,12.86831387808042,42.19869641009948
0.0,251136894,0.0,2.67,1.6833333333333333,1.4650028441383085
0.0,224026849,0.0,4.17,1.7186486486486483,1.3791365297052962
0.0,820421379,0.0,117.59,16.227500000000003,40.96549793946817
0.0,31767615,0.0,4.09,1.2679411764705883,1.1675609890286691
0.0,909129701,0.0,1.15,0.4155555555555556,0.3807920881256398
0.0,899624046,0.0,1.47,0.8708333333333332,0.53835537997824
1.0,881519850,0.0,261.39,51.11404761904762,85.95730938338775
1.0,168914464,0.0,294.98,33.97555205047322,72.33260108608792
1.0,516020524,0.0,351.75,46.40214765100671,64.20031845677265
1.0,784764127,0.0,316.75,27.956413043478225,65.3853734931969
1.0,359096233,0.0,93.82,34.325,46.129644636456
1.0,298298663,0.0,410.43,51.32425925925925,104.90493863600322
1.0,32077250,0.0,132.34,28.628666666666668,47.881741057178225
1.0,280005151,0.0,279.67,18.73105769230769,56.018093538827216
1.0,23199927,0.0,394.77,20.310378890392695,51.96438836697006
1.0,250699030,0.0,334.17,37.391126760563395,73.4013721076364
1.0,791288820,0.0,340.75,69.8745205479452,109.06167260165098
1.0,767329777,0.0,179.34,78.73333333333333,80.91463597614164
1.0,767331346,0.0,86.13,12.304285714285713,32.55408006028474
1.0,250720834,0.0,87.04,8.982666666666667,25.43553595258811
1.0,1137831808,0.0,0.0,0.0,0.0
1.0,48650461,0.0,180.21,70.62705882352941,65.9661313444924
1.0,883118289,0.0,6.2,1.7845,2.2528542714567785
1.0,824855356,0.0,1.02,0.63,0.5507267925205745
1.0,363382193,1.89,2.63,2.26,0.5232590180780452
0.0,353745420,0.0,167.13,40.32333333333334,64.85350386319412
0.0,188661337,0.0,281.9,120.47550000000001,104.00389914122906
0.0,688104223,0.0,386.34,21.957385321100965,67.06653614768611
0.0,97788586,0.0,263.92,52.17399999999999,92.7245289476923
0.0,251136461,0.0,78.7,13.600000000000001,31.903607319549305
0.0,48650461,0.0,4.66,1.796,1.4754942674688145
0.0,45879106,0.0,1.18,0.2874137931034484,0.3336378977633632
0.0,6558555855,1.33,4.3,2.5166666666666666,1.5723337219983973
1.0,10976954,0.0,436.56,32.52844471947181,83.9365681147042
1.0,97789184,0.0,246.05,18.854166666666668,59.00060279107448
1.0,97846082,0.0,342.78,63.83000000000001,115.86361182887295
1.0,353749650,0.0,146.98,19.932499999999997,42.695526578493144
1.0,175509066,0.0,293.36,18.070922190201724,53.26754280505295
1.0,250920248,0.0,187.28,26.534412955465665,32.39327088048103
1.0,51249532,0.0,227.77,20.33943661971831,53.52342872551432
1.0,359095389,0.0,88.27,8.096923076923076,24.12452914380416
1.0,904572342,0.0,190.04,22.469230769230766,56.71515353964618
1.0,50826617,0.0,281.75,27.80313953488371,62.50087612113699
1.0,11256819886,0.0,390.84,79.29799999999999,174.1694821718202
1.0,250699973,0.0,299.69,49.703636363636356,92.89102506985344
1.0,359094866,0.0,108.98,36.782500000000006,39.778122714208955
1.0,1172304051,1.33,1.33,1.33,
